cod	c02	c04	tent	tsal	c03	fecha
103	33.75	37	26.25	26.31	34.63	2014-06-06 13:15:59
104	34.31	37	26.25	26.31	34.63	2014-06-06 13:17:00
105	34.63	37.06	26.25	26.31	34.69	2014-06-06 13:18:00
106	34.69	37.13	26.25	26.31	34.75	2014-06-06 13:19:01
107	35.13	37.94	26.31	26.31	35.25	2014-06-06 13:20:02
108	35.81	39.31	26.31	26.38	35.88	2014-06-06 13:21:02
109	36.25	40.44	26.38	26.44	36.25	2014-06-06 13:22:03
110	36.5	41.31	26.38	26.44	36.5	2014-06-06 13:23:04
111	36.69	41.94	26.44	26.44	36.63	2014-06-06 13:24:04
112	36.88	42.44	26.44	26.44	36.81	2014-06-06 13:25:05
113	37.06	42.81	26.5	26.5	37	2014-06-06 13:26:06
114	37.19	43.13	26.5	26.56	37.13	2014-06-06 13:27:06
115	37.31	42.19	26.56	26.63	37.25	2014-06-06 13:28:07
116	37.56	39.63	26.56	26.63	37.44	2014-06-06 13:29:08
117	37.75	38.69	26.56	26.63	37.69	2014-06-06 13:30:08
118	37.94	38.38	26.63	26.63	37.88	2014-06-06 13:31:09
119	38.06	38.38	26.63	26.69	38.06	2014-06-06 13:32:10
120	38.25	38.44	26.63	26.63	38.19	2014-06-06 13:33:10
121	38.38	38.56	26.63	26.63	38.38	2014-06-06 13:34:11
122	38.5	38.69	26.63	26.63	38.5	2014-06-06 13:35:12
123	38.63	38.81	26.63	26.63	38.63	2014-06-06 13:36:12
124	38.75	38.88	26.56	26.56	38.75	2014-06-06 13:37:13
125	38.88	39	26.63	26.63	38.88	2014-06-06 13:38:14
126	39	39.13	26.56	26.69	39	2014-06-06 13:39:14
127	39.06	39.25	26.56	26.69	39.13	2014-06-06 13:40:15
128	39.19	39.38	26.5	26.69	39.25	2014-06-06 13:41:15
129	39.31	39.5	26.56	26.75	39.38	2014-06-06 13:42:16
130	39.44	39.56	26.63	26.75	39.5	2014-06-06 13:43:17
131	39.5	39.69	26.63	26.81	39.63	2014-06-06 13:44:17
132	39.69	39.81	26.63	26.88	39.69	2014-06-06 13:45:18
133	39.75	39.94	26.63	26.94	39.81	2014-06-06 13:46:19
134	39.88	40	26.69	26.94	39.94	2014-06-06 13:47:19
135	40	40.13	26.69	27	40.06	2014-06-06 13:48:20
136	40.06	40.25	26.69	27	40.13	2014-06-06 13:49:21
137	40.19	40.31	26.75	27	40.25	2014-06-06 13:50:21
138	40.25	40.44	26.75	27.06	40.38	2014-06-06 13:51:22
139	40.38	40.5	26.88	27	40.44	2014-06-06 13:52:23
140	40.44	40.63	26.88	27.06	40.56	2014-06-06 13:53:23
141	40.5	40.69	26.88	27.13	40.69	2014-06-06 13:54:24
142	40.63	40.81	26.88	27.13	40.75	2014-06-06 13:55:25
143	40.69	40.94	26.88	27.19	40.88	2014-06-06 13:56:25
144	40.81	41	26.88	27.19	40.94	2014-06-06 13:57:26
145	40.88	41.06	26.81	27.19	41	2014-06-06 13:58:27
146	41	41.19	26.88	27.19	41.06	2014-06-06 13:59:27
147	41.06	41.25	26.81	27.19	41.19	2014-06-06 14:00:28
148	41.19	41.38	26.81	27.19	41.25	2014-06-06 14:01:29
149	41.25	41.44	26.81	27.19	41.38	2014-06-06 14:02:29
150	41.31	41.5	26.81	27.19	41.44	2014-06-06 14:03:30
151	41.38	41.63	26.81	27.25	41.5	2014-06-06 14:04:31
152	41.44	41.63	26.81	27.25	41.63	2014-06-06 14:05:31
153	41.56	41.69	26.81	27.25	41.69	2014-06-06 14:06:32
154	41.63	41.81	26.81	27.25	41.81	2014-06-06 14:07:33
155	41.69	41.88	26.81	27.25	41.88	2014-06-06 14:08:33
156	41.81	41.88	26.81	27.25	41.94	2014-06-06 14:09:34
157	41.88	41.81	26.88	27.25	42	2014-06-06 14:10:35
158	41.94	41.81	26.88	27.25	42.06	2014-06-06 14:11:35
159	41.94	41.88	26.88	27.31	42.13	2014-06-06 14:12:36
160	42.06	41.94	26.88	27.31	42.19	2014-06-06 14:13:37
161	42.13	42	26.88	27.31	42.31	2014-06-06 14:14:37
162	42.19	42.06	26.88	27.38	42.38	2014-06-06 14:15:38
163	42.25	42.13	26.94	27.38	42.38	2014-06-06 14:16:39
164	42.25	42.19	26.94	27.38	42.44	2014-06-06 14:17:39
165	42.31	42.25	27	27.38	42.5	2014-06-06 14:18:40
166	42.38	42.31	27	27.31	42.56	2014-06-06 14:19:41
167	42.44	42.38	27	27.38	42.63	2014-06-06 14:20:41
168	42.5	42.44	27.06	27.38	42.69	2014-06-06 14:21:42
169	42.56	42.5	27.06	27.38	42.75	2014-06-06 14:22:42
170	42.56	42.56	27.06	27.38	42.81	2014-06-06 14:23:43
171	42.63	42.56	27.06	27.38	42.88	2014-06-06 14:24:44
172	42.69	42.63	27.06	27.44	42.94	2014-06-06 14:25:44
173	42.75	42.69	27.13	27.44	43	2014-06-06 14:26:45
174	42.81	42.75	27.06	27.44	43	2014-06-06 14:27:46
175	42.81	42.75	27.13	27.44	43.06	2014-06-06 14:28:46
176	42.88	42.88	27.13	27.5	43.13	2014-06-06 14:29:47
177	42.94	42.88	27.13	27.5	43.19	2014-06-06 14:30:48
178	43	42.94	27.06	27.5	43.25	2014-06-06 14:31:48
179	43	43	27.06	27.56	43.25	2014-06-06 14:32:49
180	43.06	43	27.06	27.56	43.31	2014-06-06 14:33:50
181	43.06	43.06	27.06	27.56	43.38	2014-06-06 14:34:50
182	43.13	43.13	27.06	27.56	43.44	2014-06-06 14:35:51
183	43.19	43.19	27	27.56	43.44	2014-06-06 14:36:52
184	43.25	43.19	27.06	27.56	43.5	2014-06-06 14:37:52
185	43.25	43.25	27.06	27.56	43.56	2014-06-06 14:38:53
186	43.31	43.31	27.06	27.56	43.56	2014-06-06 14:39:54
187	43.38	43.38	27.06	27.56	43.63	2014-06-06 14:40:54
188	43.38	43.38	27.13	27.63	43.69	2014-06-06 14:41:55
189	43.44	43.44	27.13	27.63	43.69	2014-06-06 14:42:55
190	43.5	43.5	27.19	27.63	43.69	2014-06-06 14:43:56
191	43.5	43.5	27.13	27.63	43.75	2014-06-06 14:44:57
192	43.56	43.56	27.13	27.63	43.81	2014-06-06 14:45:57
193	43.56	43.56	27.13	27.63	43.81	2014-06-06 14:46:58
194	43.63	43.56	27.19	27.63	43.88	2014-06-06 14:47:59
195	43.63	43.63	27.19	27.69	43.94	2014-06-06 14:48:59
196	43.69	43.69	27.19	27.69	43.94	2014-06-06 14:50:00
197	43.69	43.75	27.19	27.69	44	2014-06-06 14:51:01
198	43.75	43.75	27.19	27.69	44.06	2014-06-06 14:52:01
199	43.81	43.81	27.25	27.69	44.06	2014-06-06 14:53:02
200	43.81	43.88	27.19	27.69	44.13	2014-06-06 14:54:03
201	43.81	43.88	27.19	27.75	44.13	2014-06-06 14:55:03
202	43.88	43.94	27.19	27.75	44.19	2014-06-06 14:56:04
203	43.88	43.94	27.19	27.69	44.19	2014-06-06 14:57:05
204	43.94	44	27.19	27.69	44.25	2014-06-06 14:58:05
205	44	44	27.19	27.69	44.25	2014-06-06 14:59:06
206	44	44.06	27.19	27.69	44.31	2014-06-06 15:00:07
207	44	44.06	27.19	27.75	44.31	2014-06-06 15:01:07
208	44.06	44.13	27.19	27.75	44.31	2014-06-06 15:02:08
209	44.13	44.19	27.19	27.75	44.38	2014-06-06 15:03:09
210	44.13	44.19	27.25	27.75	44.44	2014-06-06 15:04:09
211	44.19	44.25	27.25	27.75	44.44	2014-06-06 15:05:10
212	44.19	44.25	27.25	27.75	44.44	2014-06-06 15:06:11
213	44.19	44.25	27.25	27.75	44.5	2014-06-06 15:07:11
214	44.25	44.31	27.25	27.75	44.5	2014-06-06 15:08:12
215	44.31	44.31	27.25	27.69	44.56	2014-06-06 15:09:13
216	44.31	44.38	27.31	27.69	44.56	2014-06-06 15:10:13
217	44.31	44.44	27.31	27.69	44.56	2014-06-06 15:11:14
218	44.31	44.44	27.31	27.69	44.63	2014-06-06 15:12:15
219	44.38	44.5	27.31	27.69	44.63	2014-06-06 15:13:15
220	44.44	44.5	27.38	27.69	44.69	2014-06-06 15:14:16
221	44.44	44.56	27.38	27.69	44.69	2014-06-06 15:15:16
222	44.44	44.56	27.38	27.69	44.75	2014-06-06 15:16:17
223	44.5	44.56	27.38	27.75	44.75	2014-06-06 15:17:18
224	44.5	44.63	27.38	27.75	44.75	2014-06-06 15:18:18
225	44.56	44.63	27.31	27.75	44.75	2014-06-06 15:19:19
226	44.56	44.63	27.38	27.81	44.81	2014-06-06 15:20:20
227	44.56	44.69	27.44	27.88	44.81	2014-06-06 15:21:20
228	44.56	44.69	27.44	27.81	44.88	2014-06-06 15:22:21
229	44.63	44.75	27.44	27.88	44.88	2014-06-06 15:23:22
230	44.63	44.75	27.44	27.88	44.88	2014-06-06 15:24:22
231	44.63	44.81	27.38	27.88	44.94	2014-06-06 15:25:23
232	44.63	44.81	27.38	27.88	44.94	2014-06-06 15:26:23
233	44.69	44.88	27.44	27.88	44.94	2014-06-06 15:27:24
234	44.69	44.88	27.44	27.88	45	2014-06-06 15:28:25
235	44.75	44.88	27.5	27.88	45	2014-06-06 15:29:25
236	44.75	44.94	27.44	27.88	45	2014-06-06 15:30:26
237	44.75	44.94	27.38	27.94	45.06	2014-06-06 15:31:27
238	44.81	44.94	27.44	27.94	45.06	2014-06-06 15:32:27
239	44.81	44.94	27.44	27.94	45.13	2014-06-06 15:33:28
240	44.81	44.94	27.44	27.94	45.13	2014-06-06 15:34:29
241	44.81	45	27.44	27.94	45.13	2014-06-06 15:35:29
242	44.88	45	27.44	27.94	45.13	2014-06-06 15:36:30
243	44.88	45.06	27.44	27.94	45.19	2014-06-06 15:37:31
244	44.94	45.06	27.44	27.94	45.19	2014-06-06 15:38:31
245	44.94	45.06	27.44	27.88	45.19	2014-06-06 15:39:32
246	44.94	45.06	27.44	27.88	45.19	2014-06-06 15:40:33
247	44.94	45.13	27.44	27.88	45.19	2014-06-06 15:41:33
248	44.94	45.13	27.44	27.94	45.19	2014-06-06 15:42:34
249	45	45.13	27.44	27.94	45.25	2014-06-06 15:43:35
250	45.06	45.19	27.44	28	45.25	2014-06-06 15:44:35
251	45.06	45.19	27.44	28	45.25	2014-06-06 15:45:36
252	45.06	45.25	27.44	28	45.31	2014-06-06 15:46:36
253	45.06	45.25	27.56	28	45.31	2014-06-06 15:47:36
254	45.06	45.19	27.56	28	45.31	2014-06-06 15:48:37
255	45.06	45.25	27.56	28	45.31	2014-06-06 15:49:37
256	45.13	45.25	27.56	28.06	45.31	2014-06-06 15:50:37
257	45.13	45.31	27.63	28.06	45.31	2014-06-06 15:51:37
258	45.19	45.31	27.63	28.06	45.38	2014-06-06 15:52:37
259	45.19	45.31	27.56	28	45.44	2014-06-06 15:53:38
260	45.19	45.31	27.56	28.06	45.44	2014-06-06 15:54:38
261	45.19	45.31	27.56	28.06	45.44	2014-06-06 15:55:38
262	45.19	45.38	27.56	28	45.44	2014-06-06 15:56:38
263	45.19	45.38	27.63	27.94	45.44	2014-06-06 15:57:38
264	45.25	45.38	27.69	27.94	45.44	2014-06-06 15:58:39
265	45.25	45.38	27.69	27.94	45.5	2014-06-06 15:59:39
266	45.25	45.38	27.69	28	45.5	2014-06-06 16:00:39
267	45.25	45.38	27.69	27.94	45.5	2014-06-06 16:01:39
268	45.31	45.44	27.69	27.94	45.5	2014-06-06 16:02:39
269	45.31	45.44	27.69	28	45.5	2014-06-06 16:03:40
270	45.31	45.5	27.63	28	45.56	2014-06-06 16:04:40
271	45.38	45.5	27.63	28	45.56	2014-06-06 16:05:40
272	45.38	45.5	27.69	28	45.56	2014-06-06 16:06:40
273	45.38	45.56	27.69	28	45.56	2014-06-06 16:07:41
274	45.38	45.5	27.63	27.94	45.56	2014-06-06 16:08:41
275	45.44	45.5	27.56	28	45.63	2014-06-06 16:09:41
276	45.38	45.56	27.56	28	45.63	2014-06-06 16:10:41
277	45.44	45.56	27.56	28	45.63	2014-06-06 16:11:41
278	45.44	45.56	27.63	28.06	45.63	2014-06-06 16:12:42
279	45.44	45.56	27.56	28.06	45.63	2014-06-06 16:13:42
280	45.44	45.56	27.56	28.06	45.63	2014-06-06 16:14:42
281	45.44	45.56	27.56	28.06	45.69	2014-06-06 16:15:42
282	45.5	45.56	27.56	28.06	45.69	2014-06-06 16:16:42
283	45.44	45.63	27.56	28.06	45.69	2014-06-06 16:17:43
284	45.5	45.63	27.56	28.06	45.69	2014-06-06 16:18:43
285	45.5	45.63	27.56	28.06	45.69	2014-06-06 16:19:43
286	45.5	45.63	27.56	28.06	45.69	2014-06-06 16:20:43
287	45.5	45.63	27.63	28	45.69	2014-06-06 16:21:43
288	45.56	45.63	27.56	28.06	45.75	2014-06-06 16:22:44
289	45.56	45.63	27.63	28.06	45.75	2014-06-06 16:23:44
290	45.56	45.63	27.63	28.06	45.75	2014-06-06 16:24:44
291	45.56	45.69	27.63	28.06	45.75	2014-06-06 16:25:44
292	45.56	45.69	27.56	28.06	45.75	2014-06-06 16:26:44
293	45.63	45.69	27.56	28.06	45.75	2014-06-06 16:27:45
294	45.63	45.69	27.56	28.06	45.81	2014-06-06 16:28:45
295	45.63	45.69	27.56	28.06	45.81	2014-06-06 16:29:45
296	45.63	45.69	27.63	28.06	45.81	2014-06-06 16:30:45
297	45.63	45.69	27.63	28.06	45.81	2014-06-06 16:31:45
298	45.63	45.69	27.56	28.06	45.81	2014-06-06 16:32:46
299	45.63	45.75	27.63	28.06	45.81	2014-06-06 16:33:46
300	45.63	45.75	27.63	28.13	45.81	2014-06-06 16:34:46
301	45.69	45.75	27.63	28.06	45.88	2014-06-06 16:35:46
302	45.69	45.75	27.56	28.06	45.81	2014-06-06 16:36:46
303	45.69	45.75	27.56	28.06	45.88	2014-06-06 16:37:47
304	45.69	45.75	27.63	28.06	45.88	2014-06-06 16:38:47
305	45.69	45.75	27.56	28.13	45.88	2014-06-06 16:39:47
306	45.75	45.75	27.56	28.06	45.88	2014-06-06 16:40:47
307	45.75	45.75	27.56	28.13	45.88	2014-06-06 16:41:47
308	45.75	45.75	27.63	28.13	45.88	2014-06-06 16:42:48
309	45.75	45.75	27.56	28.13	45.88	2014-06-06 16:43:48
310	45.75	45.75	27.63	28.13	45.88	2014-06-06 16:44:48
311	45.75	45.81	27.63	28.06	45.88	2014-06-06 16:45:48
312	45.75	45.81	27.69	28.13	45.88	2014-06-06 16:46:48
313	45.75	45.81	27.69	28.19	45.88	2014-06-06 16:47:49
314	45.75	45.81	27.63	28.13	45.94	2014-06-06 16:48:49
315	45.75	45.81	27.69	28.06	45.94	2014-06-06 16:49:49
316	45.81	45.81	27.69	28	45.94	2014-06-06 16:50:49
317	45.81	45.81	27.69	28	45.94	2014-06-06 16:51:50
318	45.81	45.88	27.75	28.06	45.94	2014-06-06 16:52:50
319	45.81	45.88	27.75	28.06	45.94	2014-06-06 16:53:50
320	45.81	45.88	27.75	28.06	45.94	2014-06-06 16:54:50
321	45.88	45.88	27.75	28.06	46	2014-06-06 16:55:50
322	45.88	45.88	27.75	28.06	46	2014-06-06 16:56:51
323	45.88	45.88	27.75	28.06	46	2014-06-06 16:57:51
324	45.88	45.88	27.75	28.06	46	2014-06-06 16:58:51
325	45.88	45.94	27.75	28.13	46	2014-06-06 16:59:51
326	45.88	45.94	27.81	28.13	46	2014-06-06 17:00:52
327	45.88	45.94	27.81	28.13	46	2014-06-06 17:01:52
328	45.88	45.94	27.75	28.19	46	2014-06-06 17:02:52
329	45.88	45.94	27.75	28.19	46.06	2014-06-06 17:03:52
330	45.88	45.94	27.75	28.25	46.06	2014-06-06 17:04:52
331	45.88	45.94	27.75	28.31	46.06	2014-06-06 17:05:53
332	45.88	45.94	27.75	28.31	46.06	2014-06-06 17:06:53
333	45.88	45.94	27.75	28.25	46.06	2014-06-06 17:07:53
334	45.94	45.94	27.69	28.25	46.06	2014-06-06 17:08:53
335	45.88	45.94	27.69	28.25	46.06	2014-06-06 17:09:53
336	45.94	45.94	27.69	28.25	46.06	2014-06-06 17:10:54
337	45.88	45.94	27.69	28.25	46.06	2014-06-06 17:11:54
338	45.88	46	27.69	28.25	46.06	2014-06-06 17:12:54
339	45.94	46	27.75	28.25	46.13	2014-06-06 17:13:54
340	45.94	46	27.69	28.19	46.13	2014-06-06 17:14:54
341	45.94	46	27.75	28.25	46.13	2014-06-06 17:15:55
342	45.94	46	27.69	28.25	46.13	2014-06-06 17:16:55
343	45.94	46	27.69	28.25	46.13	2014-06-06 17:17:55
344	45.94	46.06	27.81	28.25	46.13	2014-06-06 17:18:55
345	45.94	46.06	27.81	28.25	46.13	2014-06-06 17:19:55
346	45.94	46	27.81	28.25	46.13	2014-06-06 17:20:56
347	45.94	46.06	27.75	28.25	46.13	2014-06-06 17:21:56
348	46	46	27.75	28.25	46.13	2014-06-06 17:22:56
349	46	46.06	27.75	28.25	46.19	2014-06-06 17:23:56
350	46	46.06	27.75	28.25	46.19	2014-06-06 17:24:56
351	46	46.06	27.75	28.25	46.13	2014-06-06 17:25:57
352	46	46.06	27.69	28.25	46.13	2014-06-06 17:26:57
353	46.06	46.06	27.75	28.31	46.13	2014-06-06 17:27:57
354	46.06	46.06	27.75	28.25	46.13	2014-06-06 17:28:57
355	46.06	46.06	27.75	28.25	46.19	2014-06-06 17:29:57
356	46.06	46.06	27.75	28.25	46.19	2014-06-06 17:30:58
357	46.06	46.06	27.75	28.31	46.19	2014-06-06 17:31:58
358	46.06	46.06	27.75	28.25	46.19	2014-06-06 17:32:58
359	46.06	46.06	27.81	28.31	46.19	2014-06-06 17:33:58
360	46.06	46.13	27.81	28.31	46.19	2014-06-06 17:34:58
361	46.06	46.13	27.81	28.31	46.19	2014-06-06 17:35:59
362	46.06	46.06	27.81	28.31	46.19	2014-06-06 17:36:59
363	46.06	46.13	27.88	28.31	46.19	2014-06-06 17:37:59
364	46.06	46.06	27.88	28.31	46.19	2014-06-06 17:38:59
365	46.06	46.06	27.94	28.25	46.25	2014-06-06 17:39:59
366	46.06	46.13	27.88	28.19	46.25	2014-06-06 17:41:00
367	46.06	46.13	27.94	28.19	46.25	2014-06-06 17:42:00
368	46.06	46.13	27.94	28.19	46.25	2014-06-06 17:43:00
369	46.06	46.13	27.94	28.19	46.25	2014-06-06 17:44:00
370	46.06	46.13	27.88	28.19	46.25	2014-06-06 17:45:01
371	46.06	46.19	27.88	28.19	46.25	2014-06-06 17:46:01
372	46.06	46.13	27.81	28.19	46.25	2014-06-06 17:47:01
373	46.13	46.19	27.81	28.19	46.25	2014-06-06 17:48:01
374	46.13	46.19	27.81	28.19	46.25	2014-06-06 17:49:01
375	46.13	46.19	27.81	28.19	46.25	2014-06-06 17:50:02
376	46.13	46.19	27.81	28.19	46.25	2014-06-06 17:51:02
377	46.13	46.13	27.81	28.25	46.31	2014-06-06 17:52:02
378	46.13	46.13	27.81	28.25	46.25	2014-06-06 17:53:02
379	46.13	46.19	27.81	28.25	46.25	2014-06-06 17:54:02
380	46.19	46.19	27.75	28.31	46.25	2014-06-06 17:55:03
381	46.19	46.19	27.75	28.31	46.25	2014-06-06 17:56:03
382	46.19	46.19	27.75	28.31	46.25	2014-06-06 17:57:03
383	46.19	46.19	27.81	28.31	46.31	2014-06-06 17:58:03
384	46.19	46.19	27.75	28.25	46.31	2014-06-06 17:59:03
385	46.13	46.19	27.81	28.25	46.31	2014-06-06 18:00:04
386	46.19	46.13	27.81	28.25	46.31	2014-06-06 18:01:04
387	46.19	46.19	27.75	28.25	46.31	2014-06-06 18:02:04
388	46.13	46.19	27.75	28.25	46.31	2014-06-06 18:03:04
389	46.19	46.19	27.81	28.25	46.31	2014-06-06 18:04:05
390	46.19	46.19	27.81	28.31	46.25	2014-06-06 18:05:05
391	46.19	46.19	27.81	28.31	46.31	2014-06-06 18:06:05
392	46.19	46.19	27.81	28.25	46.31	2014-06-06 18:07:05
393	46.19	46.19	27.75	28.31	46.31	2014-06-06 18:08:05
394	46.19	46.19	27.75	28.31	46.31	2014-06-06 18:09:06
395	46.19	46.19	27.75	28.31	46.31	2014-06-06 18:10:06
396	46.19	46.19	27.69	28.31	46.31	2014-06-06 18:11:06
397	46.19	46.25	27.75	28.31	46.31	2014-06-06 18:12:06
398	46.19	46.19	27.75	28.31	46.31	2014-06-06 18:13:06
399	46.19	46.19	27.75	28.31	46.31	2014-06-06 18:14:07
400	46.19	46.19	27.75	28.31	46.31	2014-06-06 18:15:07
401	46.19	46.19	27.75	28.31	46.31	2014-06-06 18:16:07
402	46.19	46.25	27.69	28.31	46.31	2014-06-06 18:17:07
403	46.19	46.25	27.69	28.31	46.31	2014-06-06 18:18:07
404	46.19	46.25	27.69	28.31	46.31	2014-06-06 18:19:08
405	46.25	46.25	27.69	28.31	46.38	2014-06-06 18:20:08
406	46.25	46.25	27.75	28.31	46.31	2014-06-06 18:21:08
407	46.25	46.25	27.75	28.38	46.31	2014-06-06 18:22:08
408	46.19	46.25	27.81	28.31	46.31	2014-06-06 18:23:09
409	46.25	46.25	27.88	28.38	46.31	2014-06-06 18:24:09
410	46.25	46.25	27.81	28.31	46.38	2014-06-06 18:25:09
