cod	c02	c04	tent	tsal	c03	fecha
411	46.25	46.25	27.88	28.31	46.38	2014-06-06 18:26:09
412	46.25	46.25	27.88	28.31	46.38	2014-06-06 18:27:09
413	46.25	46.25	27.88	28.31	46.38	2014-06-06 18:28:10
414	46.25	46.25	27.81	28.31	46.38	2014-06-06 18:29:10
415	46.25	46.25	27.81	28.31	46.38	2014-06-06 18:30:10
416	46.25	46.31	27.88	28.25	46.38	2014-06-06 18:31:10
417	46.25	46.25	27.88	28.25	46.38	2014-06-06 18:32:10
418	46.25	46.31	27.88	28.25	46.38	2014-06-06 18:33:11
419	46.31	46.31	27.94	28.25	46.38	2014-06-06 18:34:11
420	46.25	46.31	27.94	28.25	46.38	2014-06-06 18:35:11
421	46.25	46.31	27.94	28.25	46.38	2014-06-06 18:36:11
422	46.31	46.31	27.94	28.25	46.38	2014-06-06 18:37:12
423	46.31	46.31	27.94	28.31	46.44	2014-06-06 18:38:12
424	46.25	46.31	27.88	28.31	46.38	2014-06-06 18:39:12
425	46.31	46.31	27.88	28.25	46.44	2014-06-06 18:40:12
426	46.25	46.31	27.88	28.25	46.44	2014-06-06 18:41:12
427	46.31	46.31	27.81	28.25	46.44	2014-06-06 18:42:13
428	46.25	46.31	27.75	28.31	46.38	2014-06-06 18:43:13
429	46.31	46.31	27.75	28.25	46.38	2014-06-06 18:44:13
430	46.31	46.31	27.75	28.31	46.38	2014-06-06 18:45:13
431	46.31	46.31	27.75	28.31	46.38	2014-06-06 18:46:14
432	46.31	46.31	27.75	28.31	46.44	2014-06-06 18:47:14
433	46.31	46.31	27.75	28.38	46.44	2014-06-06 18:48:14
434	46.31	46.31	27.75	28.31	46.44	2014-06-06 18:49:14
435	46.31	46.31	27.75	28.31	46.44	2014-06-06 18:50:14
436	46.31	46.31	27.75	28.31	46.44	2014-06-06 18:51:14
437	46.31	46.31	27.75	28.31	46.44	2014-06-06 18:52:15
438	46.31	46.38	27.75	28.31	46.44	2014-06-06 18:53:15
439	46.31	46.31	27.69	28.31	46.44	2014-06-06 18:54:15
440	46.31	46.31	27.69	28.38	46.44	2014-06-06 18:55:15
441	46.31	46.38	27.75	28.31	46.44	2014-06-06 18:56:16
442	46.31	46.31	27.75	28.31	46.44	2014-06-06 18:57:16
443	46.31	46.31	27.69	28.31	46.44	2014-06-06 18:58:16
444	46.31	46.31	27.69	28.25	46.44	2014-06-06 18:59:16
445	46.38	46.38	27.69	28.25	46.44	2014-06-06 19:00:16
446	46.31	46.38	27.69	28.31	46.44	2014-06-06 19:01:17
447	46.31	46.38	27.69	28.31	46.5	2014-06-06 19:02:17
448	46.31	46.31	27.69	28.31	46.44	2014-06-06 19:03:17
449	46.31	46.38	27.69	28.31	46.5	2014-06-06 19:04:17
450	46.31	46.31	27.69	28.31	46.44	2014-06-06 19:05:17
451	46.38	46.38	27.75	28.25	46.44	2014-06-06 19:06:18
452	46.38	46.38	27.69	28.25	46.44	2014-06-06 19:07:18
453	46.38	46.38	27.69	28.25	46.44	2014-06-06 19:08:18
454	46.38	46.38	27.69	28.25	46.44	2014-06-06 19:09:18
455	46.38	46.38	27.69	28.25	46.5	2014-06-06 19:10:18
456	46.31	46.31	27.63	28.25	46.5	2014-06-06 19:11:19
457	46.31	46.38	27.69	28.25	46.44	2014-06-06 19:12:19
458	46.31	46.38	27.69	28.25	46.44	2014-06-06 19:13:19
459	46.31	46.38	27.69	28.25	46.44	2014-06-06 19:14:19
460	46.31	46.38	27.69	28.31	46.44	2014-06-06 19:15:19
461	46.38	46.38	27.75	28.31	46.44	2014-06-06 19:16:19
462	46.31	46.38	27.75	28.31	46.44	2014-06-06 19:17:20
463	46.31	46.38	27.75	28.31	46.44	2014-06-06 19:18:20
464	46.31	46.31	27.75	28.25	46.44	2014-06-06 19:19:20
465	46.31	46.38	27.75	28.31	46.5	2014-06-06 19:20:20
466	46.31	46.38	27.81	28.25	46.5	2014-06-06 19:21:21
467	46.31	46.31	27.81	28.25	46.44	2014-06-06 19:22:21
468	46.31	46.38	27.81	28.25	46.5	2014-06-06 19:23:21
469	46.31	46.38	27.81	28.25	46.5	2014-06-06 19:24:22
470	46.31	46.31	27.81	28.25	46.5	2014-06-06 19:25:22
471	46.31	46.31	27.81	28.19	46.5	2014-06-06 19:26:22
472	46.31	46.38	27.81	28.19	46.44	2014-06-06 19:27:22
473	46.31	46.38	27.81	28.25	46.5	2014-06-06 19:28:23
474	46.31	46.38	27.81	28.19	46.5	2014-06-06 19:29:23
475	46.31	46.38	27.81	28.19	46.5	2014-06-06 19:30:23
476	46.38	46.38	27.81	28.19	46.5	2014-06-06 19:31:24
477	46.31	46.38	27.75	28.19	46.5	2014-06-06 19:32:24
478	46.38	46.38	27.75	28.19	46.5	2014-06-06 19:33:24
479	46.38	46.38	27.75	28.19	46.5	2014-06-06 19:34:24
480	46.38	46.38	27.69	28.19	46.5	2014-06-06 19:35:25
481	46.38	46.38	27.75	28.19	46.5	2014-06-06 19:36:25
482	46.38	46.38	27.75	28.25	46.5	2014-06-06 19:37:25
483	46.38	46.38	27.75	28.19	46.5	2014-06-06 19:38:26
484	46.31	46.38	27.81	28.19	46.5	2014-06-06 19:39:26
485	46.38	46.38	27.81	28.25	46.5	2014-06-06 19:40:26
486	46.31	46.38	27.75	28.25	46.5	2014-06-06 19:41:26
487	46.31	46.38	27.81	28.25	46.5	2014-06-06 19:42:27
488	46.38	46.38	27.75	28.25	46.5	2014-06-06 19:43:27
489	46.38	46.38	27.69	28.25	46.5	2014-06-06 19:44:27
490	46.38	46.38	27.69	28.25	46.5	2014-06-06 19:45:28
491	46.38	46.38	27.69	28.25	46.5	2014-06-06 19:46:28
492	46.38	46.38	27.75	28.19	46.5	2014-06-06 19:47:28
493	46.38	46.38	27.69	28.19	46.5	2014-06-06 19:48:28
494	46.38	46.38	27.69	28.25	46.5	2014-06-06 19:49:29
495	46.31	46.38	27.69	28.25	46.5	2014-06-06 19:50:29
496	46.31	46.38	27.75	28.25	46.5	2014-06-06 19:51:29
497	46.31	46.38	27.69	28.25	46.5	2014-06-06 19:52:30
498	46.31	46.38	27.69	28.25	46.5	2014-06-06 19:53:30
499	46.38	46.38	27.69	28.25	46.5	2014-06-06 19:54:30
500	46.38	46.38	27.63	28.25	46.5	2014-06-06 19:55:30
501	46.38	46.38	27.63	28.25	46.5	2014-06-06 19:56:31
502	46.38	46.38	27.69	28.25	46.5	2014-06-06 19:57:31
503	46.38	46.38	27.69	28.25	46.5	2014-06-06 19:58:31
504	46.38	46.38	27.69	28.25	46.5	2014-06-06 19:59:32
505	46.38	46.38	27.63	28.25	46.5	2014-06-06 20:00:32
506	46.38	46.38	27.63	28.25	46.5	2014-06-06 20:01:32
507	46.38	46.44	27.63	28.25	46.5	2014-06-06 20:02:32
508	46.38	46.38	27.63	28.25	46.5	2014-06-06 20:03:33
509	46.38	46.38	27.63	28.25	46.5	2014-06-06 20:04:33
510	46.38	46.38	27.63	28.19	46.5	2014-06-06 20:05:33
511	46.38	46.38	27.69	28.25	46.5	2014-06-06 20:06:34
512	46.38	46.38	27.63	28.25	46.5	2014-06-06 20:07:34
513	46.38	46.38	27.69	28.25	46.5	2014-06-06 20:08:34
514	46.38	46.38	27.69	28.25	46.5	2014-06-06 20:09:34
515	46.38	46.38	27.75	28.25	46.5	2014-06-06 20:10:35
516	46.38	46.38	27.75	28.25	46.5	2014-06-06 20:11:35
517	46.38	46.38	27.75	28.19	46.5	2014-06-06 20:12:35
518	46.38	46.44	27.75	28.19	46.5	2014-06-06 20:13:36
519	46.38	46.38	27.69	28.25	46.5	2014-06-06 20:14:36
520	46.38	46.38	27.69	28.19	46.5	2014-06-06 20:15:36
521	46.38	46.38	27.75	28.13	46.5	2014-06-06 20:16:36
522	46.38	46.38	27.75	28.13	46.5	2014-06-06 20:17:37
523	46.38	46.38	27.81	28.13	46.5	2014-06-06 20:18:37
524	46.38	46.38	27.81	28.13	46.5	2014-06-06 20:19:37
525	46.38	46.38	27.75	28.13	46.5	2014-06-06 20:20:38
526	46.38	46.38	27.69	28.13	46.5	2014-06-06 20:21:38
527	46.38	46.38	27.75	28.13	46.5	2014-06-06 20:22:38
528	46.38	46.31	27.75	28.19	46.5	2014-06-06 20:23:38
529	46.38	46.38	27.75	28.19	46.5	2014-06-06 20:24:39
530	46.38	46.38	27.69	28.19	46.5	2014-06-06 20:25:39
531	46.44	46.38	27.69	28.19	46.5	2014-06-06 20:26:39
532	46.38	46.38	27.69	28.25	46.5	2014-06-06 20:27:40
533	46.38	46.38	27.75	28.25	46.5	2014-06-06 20:28:40
534	46.38	46.38	27.75	28.25	46.5	2014-06-06 20:29:40
535	46.38	46.38	27.75	28.19	46.5	2014-06-06 20:30:40
536	46.38	46.38	27.75	28.25	46.5	2014-06-06 20:31:41
537	46.38	46.38	27.75	28.25	46.5	2014-06-06 20:32:41
538	46.38	46.38	27.75	28.25	46.5	2014-06-06 20:33:41
539	46.38	46.38	27.69	28.25	46.5	2014-06-06 20:34:42
540	46.38	46.38	27.69	28.25	46.5	2014-06-06 20:35:42
541	46.38	46.38	27.69	28.25	46.5	2014-06-06 20:36:42
542	46.38	46.38	27.69	28.25	46.5	2014-06-06 20:37:42
543	46.38	46.31	27.69	28.25	46.5	2014-06-06 20:38:43
544	46.38	46.38	27.69	28.25	46.5	2014-06-06 20:39:43
545	46.38	46.38	27.69	28.19	46.5	2014-06-06 20:40:43
546	46.38	46.38	27.69	28.25	46.5	2014-06-06 20:41:44
547	46.38	46.38	27.69	28.19	46.5	2014-06-06 20:42:44
548	46.38	46.38	27.69	28.25	46.44	2014-06-06 20:43:44
549	46.38	46.38	27.69	28.19	46.44	2014-06-06 20:44:44
550	46.38	46.38	27.69	28.25	46.5	2014-06-06 20:45:45
551	46.38	46.38	27.69	28.25	46.5	2014-06-06 20:46:45
552	46.38	46.38	27.69	28.19	46.5	2014-06-06 20:47:45
553	46.38	46.38	27.69	28.25	46.5	2014-06-06 20:48:46
554	46.38	46.38	27.69	28.25	46.5	2014-06-06 20:49:46
555	46.38	46.38	27.63	28.25	46.5	2014-06-06 20:50:46
556	46.38	46.38	27.69	28.25	46.5	2014-06-06 20:51:46
557	46.38	46.38	27.69	28.25	46.5	2014-06-06 20:52:47
558	46.38	46.38	27.75	28.25	46.5	2014-06-06 20:53:47
559	46.38	46.38	27.75	28.25	46.5	2014-06-06 20:54:47
560	46.38	46.38	27.75	28.19	46.5	2014-06-06 20:55:48
561	46.38	46.38	27.75	28.19	46.5	2014-06-06 20:56:48
562	46.38	46.44	27.75	28.25	46.5	2014-06-06 20:57:48
563	46.38	46.38	27.69	28.25	46.5	2014-06-06 20:58:48
564	46.38	46.38	27.69	28.19	46.5	2014-06-06 20:59:49
565	46.38	46.38	27.69	28.25	46.5	2014-06-06 21:00:49
566	46.38	46.38	27.69	28.25	46.5	2014-06-06 21:01:49
567	46.38	46.38	27.69	28.25	46.5	2014-06-06 21:02:50
568	46.38	46.38	27.69	28.19	46.5	2014-06-06 21:03:50
569	46.38	46.38	27.75	28.19	46.5	2014-06-06 21:04:50
570	46.38	46.38	27.75	28.19	46.5	2014-06-06 21:05:50
571	46.38	46.38	27.75	28.19	46.5	2014-06-06 21:06:51
572	46.38	46.38	27.75	28.19	46.5	2014-06-06 21:07:51
573	46.38	46.38	27.81	28.13	46.5	2014-06-06 21:08:51
574	46.38	46.38	27.75	28.19	46.5	2014-06-06 21:09:52
575	46.38	46.38	27.75	28.19	46.5	2014-06-06 21:10:52
576	46.38	46.38	27.69	28.19	46.5	2014-06-06 21:11:52
577	46.38	46.38	27.69	28.19	46.5	2014-06-06 21:12:52
578	46.38	46.38	27.75	28.19	46.5	2014-06-06 21:13:53
579	46.38	46.38	27.69	28.19	46.5	2014-06-06 21:14:53
580	46.38	46.38	27.69	28.19	46.5	2014-06-06 21:15:53
581	46.38	46.38	27.69	28.19	46.5	2014-06-06 21:16:54
582	46.38	46.38	27.63	28.25	46.5	2014-06-06 21:17:54
583	46.38	46.38	27.69	28.19	46.5	2014-06-06 21:18:54
584	46.38	46.38	27.69	28.19	46.5	2014-06-06 21:19:54
585	46.38	46.38	27.69	28.19	46.5	2014-06-06 21:20:55
586	46.38	46.38	27.69	28.19	46.5	2014-06-06 21:21:55
587	46.38	46.38	27.69	28.19	46.5	2014-06-06 21:22:55
588	46.38	46.38	27.63	28.19	46.5	2014-06-06 21:23:56
589	46.38	46.38	27.63	28.19	46.5	2014-06-06 21:24:56
590	46.38	46.38	27.63	28.19	46.44	2014-06-06 21:25:56
591	46.38	46.38	27.63	28.19	46.5	2014-06-06 21:26:56
592	46.38	46.38	27.63	28.25	46.5	2014-06-06 21:27:57
593	46.38	46.38	27.63	28.19	46.5	2014-06-06 21:28:57
594	46.38	46.38	27.63	28.25	46.5	2014-06-06 21:29:57
595	46.38	46.38	27.69	28.19	46.5	2014-06-06 21:30:58
596	46.38	46.38	27.63	28.25	46.5	2014-06-06 21:31:58
597	46.31	46.38	27.69	28.25	46.5	2014-06-06 21:32:58
598	46.31	46.38	27.69	28.25	46.5	2014-06-06 21:33:58
599	46.31	46.38	27.69	28.19	46.5	2014-06-06 21:34:59
600	46.38	46.38	27.69	28.25	46.5	2014-06-06 21:35:59
601	46.38	46.38	27.69	28.25	46.5	2014-06-06 21:36:59
602	46.38	46.38	27.69	28.25	46.5	2014-06-06 21:38:00
603	46.31	46.38	27.69	28.19	46.44	2014-06-06 21:39:00
604	46.38	46.38	27.69	28.19	46.44	2014-06-06 21:40:00
605	46.31	46.38	27.69	28.19	46.5	2014-06-06 21:41:00
606	46.31	46.38	27.69	28.19	46.44	2014-06-06 21:42:01
607	46.38	46.31	27.69	28.19	46.44	2014-06-06 21:43:01
608	46.38	46.38	27.63	28.25	46.44	2014-06-06 21:44:01
609	46.38	46.38	27.63	28.25	46.5	2014-06-06 21:45:02
610	46.38	46.38	27.69	28.19	46.5	2014-06-06 21:46:02
611	46.38	46.38	27.69	28.25	46.5	2014-06-06 21:47:02
612	46.38	46.38	27.63	28.25	46.44	2014-06-06 21:48:02
613	46.38	46.38	27.63	28.25	46.5	2014-06-06 21:49:03
614	46.31	46.38	27.63	28.19	46.44	2014-06-06 21:50:03
615	46.38	46.38	27.63	28.25	46.44	2014-06-06 21:51:03
616	46.38	46.38	27.63	28.25	46.5	2014-06-06 21:52:04
617	46.38	46.38	27.69	28.25	46.5	2014-06-06 21:53:04
618	46.38	46.38	27.69	28.19	46.5	2014-06-06 21:54:04
619	46.31	46.38	27.69	28.19	46.5	2014-06-06 21:55:04
620	46.38	46.38	27.75	28.19	46.5	2014-06-06 21:56:05
621	46.38	46.38	27.75	28.19	46.5	2014-06-06 21:57:05
622	46.31	46.38	27.75	28.19	46.5	2014-06-06 21:58:05
623	46.38	46.38	27.75	28.13	46.5	2014-06-06 21:59:06
624	46.31	46.38	27.81	28.06	46.5	2014-06-06 22:00:06
625	46.38	46.38	27.81	28.06	46.5	2014-06-06 22:01:06
626	46.38	46.38	27.81	28.06	46.5	2014-06-06 22:02:06
627	46.38	46.44	27.81	28.13	46.5	2014-06-06 22:03:07
628	46.38	46.38	27.81	28.13	46.5	2014-06-06 22:04:07
629	46.38	46.38	27.75	28.13	46.5	2014-06-06 22:05:07
630	46.31	46.38	27.69	28.13	46.5	2014-06-06 22:06:08
631	46.38	46.38	27.63	28.13	46.5	2014-06-06 22:07:08
632	46.38	46.38	27.63	28.13	46.44	2014-06-06 22:08:08
633	46.38	46.38	27.69	28.13	46.44	2014-06-06 22:09:08
634	46.38	46.38	27.69	28.19	46.44	2014-06-06 22:10:09
635	46.38	46.38	27.69	28.19	46.44	2014-06-06 22:11:09
636	46.38	46.38	27.63	28.25	46.44	2014-06-06 22:12:09
637	46.31	46.38	27.69	28.19	46.44	2014-06-06 22:13:10
638	46.31	46.38	27.69	28.19	46.44	2014-06-06 22:14:10
639	46.38	46.38	27.63	28.19	46.5	2014-06-06 22:15:10
640	46.38	46.38	27.63	28.19	46.5	2014-06-06 22:16:10
641	46.38	46.38	27.63	28.19	46.5	2014-06-06 22:17:11
642	46.38	46.38	27.56	28.19	46.5	2014-06-06 22:18:11
643	46.38	46.38	27.63	28.19	46.5	2014-06-06 22:19:11
644	46.38	46.38	27.69	28.13	46.5	2014-06-06 22:20:12
645	46.38	46.38	27.63	28.19	46.44	2014-06-06 22:21:12
646	46.31	46.38	27.63	28.13	46.44	2014-06-06 22:22:12
647	46.38	46.38	27.63	28.19	46.44	2014-06-06 22:23:12
648	46.31	46.38	27.63	28.13	46.5	2014-06-06 22:24:13
649	46.31	46.38	27.63	28.19	46.44	2014-06-06 22:25:13
650	46.31	46.38	27.56	28.19	46.44	2014-06-06 22:26:13
651	46.31	46.31	27.56	28.13	46.44	2014-06-06 22:27:14
652	46.31	46.31	27.56	28.19	46.44	2014-06-06 22:28:14
653	46.31	46.38	27.63	28.19	46.44	2014-06-06 22:29:14
654	46.31	46.38	27.56	28.19	46.44	2014-06-06 22:30:14
655	46.31	46.38	27.63	28.19	46.5	2014-06-06 22:31:15
656	46.31	46.38	27.63	28.13	46.5	2014-06-06 22:32:15
657	46.31	46.38	27.56	28.13	46.44	2014-06-06 22:33:15
658	46.31	46.38	27.63	28.19	46.44	2014-06-06 22:34:16
659	46.31	46.38	27.63	28.19	46.44	2014-06-06 22:35:16
660	46.31	46.38	27.63	28.13	46.44	2014-06-06 22:36:16
661	46.31	46.38	27.69	28.13	46.5	2014-06-06 22:37:16
662	46.38	46.38	27.63	28.13	46.44	2014-06-06 22:38:17
663	46.31	46.38	27.63	28.13	46.44	2014-06-06 22:39:17
664	46.31	46.38	27.63	28.06	46.44	2014-06-06 22:40:17
665	46.31	46.31	27.56	28.13	46.44	2014-06-06 22:41:18
666	46.31	46.31	27.56	28.19	46.5	2014-06-06 22:42:18
667	46.38	46.31	27.63	28.19	46.5	2014-06-06 22:43:18
668	46.38	46.31	27.56	28.13	46.44	2014-06-06 22:44:18
669	46.31	46.31	27.56	28.19	46.44	2014-06-06 22:45:19
670	46.31	46.31	27.69	28.06	46.44	2014-06-06 22:46:19
671	46.31	46.31	27.69	28.06	46.44	2014-06-06 22:47:19
672	46.31	46.38	27.69	28.06	46.44	2014-06-06 22:48:20
673	46.31	46.31	27.69	28	46.44	2014-06-06 22:49:20
674	46.31	46.31	27.63	28.06	46.44	2014-06-06 22:50:20
675	46.31	46.31	27.69	28.06	46.44	2014-06-06 22:51:20
676	46.31	46.38	27.69	28	46.44	2014-06-06 22:52:21
677	46.31	46.31	27.69	28	46.44	2014-06-06 22:53:21
678	46.31	46.38	27.69	28	46.44	2014-06-06 22:54:21
679	46.31	46.38	27.63	28	46.44	2014-06-06 22:55:22
680	46.31	46.38	27.63	28	46.44	2014-06-06 22:56:22
681	46.31	46.38	27.69	28	46.44	2014-06-06 22:57:22
682	46.31	46.31	27.63	28	46.44	2014-06-06 22:58:22
683	46.31	46.38	27.63	28.06	46.44	2014-06-06 22:59:23
684	46.31	46.38	27.63	28.06	46.44	2014-06-06 23:00:23
685	46.31	46.38	27.63	28.06	46.5	2014-06-06 23:01:23
686	46.31	46.31	27.56	28.13	46.44	2014-06-06 23:02:24
687	46.31	46.31	27.56	28.13	46.44	2014-06-06 23:03:24
688	46.31	46.31	27.56	28.13	46.44	2014-06-06 23:04:24
689	46.31	46.31	27.69	28.13	46.44	2014-06-06 23:05:24
690	46.31	46.31	27.69	28.13	46.44	2014-06-06 23:06:25
691	46.25	46.31	27.56	28.13	46.44	2014-06-06 23:07:25
692	46.31	46.31	27.56	28.13	46.44	2014-06-06 23:08:25
693	46.31	46.31	27.63	28.13	46.44	2014-06-06 23:09:26
694	46.31	46.31	27.56	28.13	46.44	2014-06-06 23:10:26
695	46.31	46.38	27.56	28.13	46.44	2014-06-06 23:11:26
696	46.31	46.31	27.56	28.06	46.44	2014-06-06 23:12:26
697	46.31	46.31	27.56	28.06	46.44	2014-06-06 23:13:27
698	46.31	46.31	27.63	28.06	46.44	2014-06-06 23:14:27
699	46.31	46.31	27.63	28.06	46.44	2014-06-06 23:15:27
700	46.31	46.31	27.63	28.13	46.44	2014-06-06 23:16:28
701	46.31	46.31	27.63	28.06	46.44	2014-06-06 23:17:28
702	46.31	46.31	27.56	28.06	46.44	2014-06-06 23:18:28
703	46.31	46.31	27.56	28.06	46.44	2014-06-06 23:19:28
704	46.31	46.31	27.5	28.06	46.44	2014-06-06 23:20:29
705	46.31	46.31	27.5	28.13	46.44	2014-06-06 23:21:29
706	46.31	46.31	27.5	28.13	46.44	2014-06-06 23:22:29
707	46.25	46.31	27.5	28.06	46.44	2014-06-06 23:23:30
708	46.31	46.38	27.56	28.06	46.44	2014-06-06 23:24:30
709	46.25	46.31	27.5	28.13	46.44	2014-06-06 23:25:30
710	46.25	46.31	27.56	28.06	46.44	2014-06-06 23:26:30
711	46.25	46.31	27.5	28.06	46.44	2014-06-06 23:27:31
712	46.25	46.31	27.56	28.06	46.44	2014-06-06 23:28:31
713	46.25	46.31	27.56	28.06	46.44	2014-06-06 23:29:31
714	46.31	46.31	27.5	28.13	46.44	2014-06-06 23:30:32
715	46.25	46.31	27.56	28.13	46.44	2014-06-06 23:31:32
716	46.25	46.31	27.5	28.13	46.44	2014-06-06 23:32:32
717	46.25	46.31	27.56	28.06	46.44	2014-06-06 23:33:32
718	46.31	46.31	27.63	28.06	46.44	2014-06-06 23:34:33
719	46.31	46.31	27.56	28.06	46.44	2014-06-06 23:35:33
720	46.25	46.31	27.56	28.06	46.44	2014-06-06 23:36:33
721	46.31	46.31	27.56	28.06	46.44	2014-06-06 23:37:34
722	46.31	46.31	27.56	28.06	46.44	2014-06-06 23:38:34
723	46.31	46.31	27.56	28.06	46.44	2014-06-06 23:39:34
724	46.31	46.31	27.56	28	46.38	2014-06-06 23:40:34
725	46.25	46.31	27.56	28.06	46.38	2014-06-06 23:41:35
726	46.25	46.31	27.63	28	46.44	2014-06-06 23:42:35
727	46.25	46.31	27.63	28	46.44	2014-06-06 23:43:35
728	46.25	46.31	27.63	28	46.38	2014-06-06 23:44:36
729	46.25	46.31	27.63	27.94	46.38	2014-06-06 23:45:36
730	46.25	46.31	27.56	27.94	46.44	2014-06-06 23:46:36
731	46.25	46.31	27.56	27.94	46.38	2014-06-06 23:47:36
732	46.25	46.31	27.5	27.94	46.38	2014-06-06 23:48:37
733	46.25	46.31	27.5	27.94	46.38	2014-06-06 23:49:37
734	46.25	46.31	27.5	28	46.38	2014-06-06 23:50:37
735	46.25	46.31	27.5	28.06	46.38	2014-06-06 23:51:38
736	46.25	46.31	27.5	28.06	46.38	2014-06-06 23:52:38
737	46.25	46.31	27.5	28	46.38	2014-06-06 23:53:38
738	46.25	46.31	27.44	28.06	46.38	2014-06-06 23:54:38
739	46.25	46.31	27.44	28.06	46.38	2014-06-06 23:55:39
740	46.25	46.25	27.44	28.06	46.38	2014-06-06 23:56:39
741	46.25	46.31	27.5	28.06	46.38	2014-06-06 23:57:39
742	46.25	46.31	27.44	28.06	46.44	2014-06-06 23:58:40
743	46.25	46.25	27.44	28.06	46.38	2014-06-06 23:59:40
744	46.19	46.25	27.5	28.06	46.38	2014-06-07 00:00:40
745	46.25	46.25	27.5	28.06	46.38	2014-06-07 00:01:40
746	46.25	46.31	27.44	28.06	46.38	2014-06-07 00:02:41
747	46.19	46.31	27.44	28.06	46.38	2014-06-07 00:03:41
748	46.25	46.25	27.5	28.06	46.38	2014-06-07 00:04:41
749	46.25	46.31	27.5	28.06	46.38	2014-06-07 00:05:42
750	46.25	46.25	27.44	28.06	46.38	2014-06-07 00:06:42
751	46.25	46.25	27.44	28.06	46.38	2014-06-07 00:07:42
752	46.25	46.25	27.44	28	46.38	2014-06-07 00:08:42
753	46.25	46.25	27.44	28.06	46.38	2014-06-07 00:09:43
754	46.19	46.25	27.44	28.06	46.38	2014-06-07 00:10:43
755	46.25	46.25	27.5	28.13	46.38	2014-06-07 00:11:43
756	46.25	46.31	27.5	28.06	46.38	2014-06-07 00:12:44
757	46.25	46.25	27.56	28.06	46.38	2014-06-07 00:13:44
758	46.25	46.25	27.56	28.06	46.38	2014-06-07 00:14:44
759	46.25	46.25	27.56	28.06	46.38	2014-06-07 00:15:44
760	46.25	46.31	27.56	28.06	46.38	2014-06-07 00:16:45
761	46.25	46.31	27.56	28.06	46.38	2014-06-07 00:17:45
762	46.19	46.31	27.56	28.06	46.38	2014-06-07 00:18:45
763	46.25	46.25	27.56	28.06	46.38	2014-06-07 00:19:46
764	46.25	46.25	27.56	28.06	46.38	2014-06-07 00:20:46
765	46.19	46.31	27.56	28.06	46.44	2014-06-07 00:21:46
766	46.25	46.31	27.63	28.06	46.38	2014-06-07 00:22:46
767	46.25	46.25	27.56	28.06	46.44	2014-06-07 00:23:47
768	46.25	46.25	27.56	28.06	46.38	2014-06-07 00:24:47
769	46.25	46.25	27.56	28.06	46.38	2014-06-07 00:25:47
770	46.25	46.25	27.63	28.06	46.38	2014-06-07 00:26:48
771	46.25	46.31	27.63	28.06	46.38	2014-06-07 00:27:48
772	46.25	46.25	27.56	28.06	46.44	2014-06-07 00:28:48
773	46.25	46.25	27.56	28.06	46.38	2014-06-07 00:29:48
774	46.19	46.25	27.63	28	46.44	2014-06-07 00:30:49
775	46.25	46.31	27.56	28	46.38	2014-06-07 00:31:49
776	46.25	46.31	27.56	28	46.38	2014-06-07 00:32:49
777	46.25	46.25	27.56	28	46.38	2014-06-07 00:33:50
778	46.25	46.31	27.56	28	46.38	2014-06-07 00:34:50
779	46.25	46.25	27.56	27.94	46.38	2014-06-07 00:35:50
780	46.19	46.31	27.63	27.94	46.38	2014-06-07 00:36:50
781	46.25	46.31	27.63	27.94	46.38	2014-06-07 00:37:51
782	46.19	46.25	27.56	27.88	46.38	2014-06-07 00:38:51
783	46.19	46.25	27.56	27.94	46.38	2014-06-07 00:39:51
784	46.19	46.25	27.56	27.94	46.38	2014-06-07 00:40:52
785	46.19	46.25	27.5	28	46.38	2014-06-07 00:41:52
786	46.19	46.25	27.5	28	46.38	2014-06-07 00:42:52
787	46.25	46.25	27.44	28	46.38	2014-06-07 00:43:52
788	46.25	46.25	27.44	28	46.38	2014-06-07 00:44:53
789	46.19	46.25	27.44	28	46.38	2014-06-07 00:45:53
790	46.19	46.25	27.5	28.06	46.38	2014-06-07 00:46:53
791	46.19	46.31	27.44	28.06	46.38	2014-06-07 00:47:54
792	46.19	46.25	27.5	28.06	46.38	2014-06-07 00:48:54
793	46.19	46.25	27.5	28.06	46.38	2014-06-07 00:49:54
794	46.19	46.25	27.5	28.06	46.38	2014-06-07 00:50:54
795	46.19	46.25	27.5	28.06	46.38	2014-06-07 00:51:55
796	46.25	46.25	27.5	28	46.38	2014-06-07 00:52:55
797	46.19	46.25	27.5	28	46.38	2014-06-07 00:53:55
798	46.19	46.25	27.56	28.06	46.38	2014-06-07 00:54:56
799	46.25	46.25	27.56	28.06	46.38	2014-06-07 00:55:56
800	46.25	46.25	27.56	28.06	46.38	2014-06-07 00:56:56
801	46.19	46.25	27.5	28	46.38	2014-06-07 00:57:56
802	46.19	46.25	27.5	28	46.38	2014-06-07 00:58:57
803	46.19	46.25	27.5	28	46.38	2014-06-07 00:59:57
804	46.19	46.25	27.5	28	46.38	2014-06-07 01:00:57
805	46.19	46.25	27.5	28	46.38	2014-06-07 01:01:58
806	46.19	46.25	27.5	28	46.38	2014-06-07 01:02:58
807	46.19	46.25	27.5	28	46.38	2014-06-07 01:03:58
808	46.25	46.25	27.56	28	46.38	2014-06-07 01:04:58
809	46.25	46.25	27.5	28	46.38	2014-06-07 01:05:59
810	46.25	46.25	27.5	28	46.38	2014-06-07 01:06:59
811	46.19	46.25	27.44	28	46.38	2014-06-07 01:07:59
