cod	c02	c04	tent	tsal	aceite	fecha
1808	49.44	47.19	25.38	25.44	26.56	2014-05-30 16:06:23
1809	49.5	47.19	25.31	25.44	26.56	2014-05-30 16:07:23
1810	49.5	47.19	25.38	25.44	26.56	2014-05-30 16:08:23
1811	49.5	47.19	25.38	25.44	26.56	2014-05-30 16:09:24
1812	49.5	47.19	25.38	25.44	26.56	2014-05-30 16:10:24
1813	49.44	47.19	25.38	25.44	26.56	2014-05-30 16:11:24
1814	49.44	47.19	25.38	25.44	26.56	2014-05-30 16:12:24
1815	49.5	47.25	25.44	25.5	26.56	2014-05-30 16:13:24
1816	49.5	47.25	25.38	25.44	26.56	2014-05-30 16:14:24
1817	49.5	47.25	25.31	25.44	26.63	2014-05-30 16:15:24
1818	49.5	47.25	25.38	25.44	26.56	2014-05-30 16:16:25
1819	49.56	47.25	25.38	25.44	26.63	2014-05-30 16:17:25
1820	49.5	47.25	25.31	25.44	26.63	2014-05-30 16:18:25
1821	49.5	47.25	25.31	25.44	26.63	2014-05-30 16:19:25
1822	49.5	47.25	25.38	25.44	26.63	2014-05-30 16:20:25
1823	49.5	47.25	25.31	25.44	26.63	2014-05-30 16:21:25
1824	49.5	47.25	25.38	25.5	26.63	2014-05-30 16:22:26
1825	49.5	47.25	25.38	25.44	26.63	2014-05-30 16:23:26
1826	49.5	47.25	25.31	25.44	26.63	2014-05-30 16:24:26
1827	49.5	47.25	25.31	25.44	26.63	2014-05-30 16:25:26
1828	49.5	47.25	25.31	25.44	26.63	2014-05-30 16:26:26
1829	49.5	47.25	25.31	25.44	26.63	2014-05-30 16:27:26
1830	49.56	47.25	25.31	25.44	26.63	2014-05-30 16:28:26
1831	49.56	47.25	25.31	25.44	26.63	2014-05-30 16:29:27
1832	49.56	47.25	25.38	25.44	26.69	2014-05-30 16:30:27
1833	49.56	47.25	25.31	25.44	26.69	2014-05-30 16:31:27
1834	49.63	47.25	25.38	25.44	26.69	2014-05-30 16:32:27
1835	49.63	47.19	25.38	25.44	26.69	2014-05-30 16:33:27
1836	49.63	47.25	25.38	25.44	26.69	2014-05-30 16:34:27
1837	49.56	47.31	25.38	25.44	26.69	2014-05-30 16:35:27
1838	49.56	47.25	25.38	25.44	26.69	2014-05-30 16:36:28
1839	49.63	47.31	25.38	25.44	26.69	2014-05-30 16:37:28
1840	49.63	47.31	25.44	25.5	26.69	2014-05-30 16:38:28
1841	49.56	47.31	25.44	25.44	26.69	2014-05-30 16:39:28
1842	49.56	47.31	25.38	25.5	26.69	2014-05-30 16:40:28
1843	49.56	47.31	25.44	25.5	26.69	2014-05-30 16:41:28
1844	49.56	47.31	25.38	25.5	26.69	2014-05-30 16:42:29
1845	49.56	47.31	25.44	25.5	26.69	2014-05-30 16:43:29
1846	49.56	47.31	25.44	25.5	26.69	2014-05-30 16:44:29
1847	49.56	47.31	25.38	25.5	26.69	2014-05-30 16:45:29
1848	49.56	47.31	25.38	25.44	26.69	2014-05-30 16:46:29
1849	49.56	47.31	25.38	25.5	26.75	2014-05-30 16:47:30
1850	49.56	47.31	25.38	25.44	26.69	2014-05-30 16:48:30
1851	49.56	47.31	25.44	25.44	26.75	2014-05-30 16:49:30
1852	49.56	47.31	25.44	25.44	26.75	2014-05-30 16:50:30
1853	49.56	47.38	25.44	25.44	26.75	2014-05-30 16:51:30
1854	49.56	47.31	25.38	25.44	26.75	2014-05-30 16:52:30
1855	49.56	47.38	25.44	25.44	26.75	2014-05-30 16:53:31
1856	49.56	47.38	25.44	25.5	26.75	2014-05-30 16:54:31
1857	49.56	47.38	25.38	25.5	26.75	2014-05-30 16:55:31
1858	49.56	47.38	25.38	25.5	26.75	2014-05-30 16:56:31
1859	49.56	47.38	25.31	25.5	26.75	2014-05-30 16:57:31
1860	49.56	47.38	25.38	25.5	26.75	2014-05-30 16:58:31
1861	49.56	47.38	25.38	25.5	26.75	2014-05-30 16:59:32
1862	49.56	47.38	25.38	25.5	26.75	2014-05-30 17:00:32
1863	49.56	47.31	25.38	25.5	26.75	2014-05-30 17:01:32
1864	49.56	47.38	25.38	25.5	26.75	2014-05-30 17:02:32
1865	49.56	47.38	25.38	25.44	26.75	2014-05-30 17:03:32
1866	49.63	47.38	25.38	25.5	26.81	2014-05-30 17:04:33
1867	49.63	47.31	25.38	25.5	26.81	2014-05-30 17:05:33
1868	49.63	47.38	25.38	25.5	26.81	2014-05-30 17:06:33
1869	49.63	47.38	25.44	25.44	26.75	2014-05-30 17:07:33
1870	49.63	47.38	25.38	25.44	26.75	2014-05-30 17:08:33
1871	49.63	47.38	25.38	25.44	26.81	2014-05-30 17:09:34
1872	49.63	47.38	25.38	25.44	26.81	2014-05-30 17:10:34
1873	49.63	47.38	25.38	25.44	26.81	2014-05-30 17:11:34
1874	49.63	47.31	25.38	25.38	26.81	2014-05-30 17:12:34
1875	49.63	47.25	25.38	25.44	26.81	2014-05-30 17:13:34
1876	49.63	47.31	25.38	25.44	26.81	2014-05-30 17:14:34
1877	49.63	47.25	25.38	25.44	26.81	2014-05-30 17:15:35
1878	49.63	47.31	25.38	25.38	26.81	2014-05-30 17:16:35
1879	49.69	47.31	25.38	25.38	26.81	2014-05-30 17:17:35
1880	49.69	47.31	25.31	25.38	26.81	2014-05-30 17:18:35
1881	49.63	47.38	25.38	25.38	26.81	2014-05-30 17:19:35
1882	49.63	47.38	25.38	25.38	26.81	2014-05-30 17:20:35
1883	49.63	47.44	25.38	25.38	26.81	2014-05-30 17:21:36
1884	49.63	47.44	25.38	25.38	26.81	2014-05-30 17:22:36
1885	49.63	47.44	25.31	25.44	26.81	2014-05-30 17:23:36
1886	49.69	47.44	25.38	25.38	26.81	2014-05-30 17:24:36
1887	49.69	47.44	25.38	25.38	26.81	2014-05-30 17:25:36
1888	49.69	47.38	25.31	25.38	26.81	2014-05-30 17:26:36
1889	49.69	47.38	25.25	25.38	26.81	2014-05-30 17:27:37
1890	49.63	47.31	25.25	25.44	26.81	2014-05-30 17:28:37
1891	49.63	47.38	25.31	25.38	26.81	2014-05-30 17:29:37
1892	49.63	47.38	25.31	25.38	26.81	2014-05-30 17:30:37
1893	49.63	47.38	25.31	25.44	26.81	2014-05-30 17:31:37
1894	49.63	47.44	25.31	25.44	26.81	2014-05-30 17:32:37
1895	49.63	47.38	25.31	25.44	26.88	2014-05-30 17:33:38
1896	49.63	47.38	25.31	25.44	26.88	2014-05-30 17:34:38
1897	49.63	47.38	25.38	25.5	26.88	2014-05-30 17:35:38
1898	49.63	47.44	25.38	25.5	26.88	2014-05-30 17:36:38
1899	49.63	47.44	25.38	25.5	26.88	2014-05-30 17:37:38
1900	49.63	47.44	25.38	25.44	26.88	2014-05-30 17:38:39
1901	49.63	47.38	25.38	25.44	26.88	2014-05-30 17:39:39
1902	49.63	47.44	25.31	25.5	26.88	2014-05-30 17:40:39
1903	49.63	47.44	25.31	25.44	26.88	2014-05-30 17:41:39
1904	49.69	47.44	25.38	25.44	26.88	2014-05-30 17:42:39
1905	49.69	47.44	25.38	25.5	26.88	2014-05-30 17:43:39
1906	49.69	47.44	25.38	25.5	26.88	2014-05-30 17:44:40
1907	49.69	47.44	25.31	25.5	26.88	2014-05-30 17:45:40
1908	49.69	47.44	25.31	25.44	26.88	2014-05-30 17:46:40
1909	49.69	47.44	25.38	25.44	26.88	2014-05-30 17:47:40
1910	49.69	47.38	25.31	25.44	26.88	2014-05-30 17:48:40
1911	49.69	47.38	25.38	25.44	26.88	2014-05-30 17:49:40
1912	49.69	47.31	25.38	25.44	26.88	2014-05-30 17:50:41
1913	49.69	47.38	25.38	25.44	26.88	2014-05-30 17:51:41
1914	49.69	47.31	25.38	25.44	26.88	2014-05-30 17:52:41
1915	49.75	47.31	25.38	25.44	26.88	2014-05-30 17:53:41
1916	49.75	47.38	25.38	25.38	26.88	2014-05-30 17:54:41
1917	49.75	47.38	25.31	25.44	26.88	2014-05-30 17:55:41
1918	49.75	47.38	25.31	25.44	26.94	2014-05-30 17:56:42
1919	49.75	47.31	25.31	25.44	26.88	2014-05-30 17:57:42
1920	49.69	47.38	25.25	25.38	26.88	2014-05-30 17:58:42
1921	49.69	47.44	25.25	25.38	26.88	2014-05-30 17:59:42
1922	49.69	47.44	25.25	25.38	26.94	2014-05-30 18:00:42
1923	49.75	47.44	25.31	25.38	26.94	2014-05-30 18:01:43
1924	49.75	47.44	25.31	25.38	26.94	2014-05-30 18:02:43
1925	49.75	47.44	25.31	25.38	26.88	2014-05-30 18:03:43
1926	49.75	47.44	25.25	25.44	26.94	2014-05-30 18:04:43
1927	49.75	47.44	25.31	25.44	26.88	2014-05-30 18:05:43
1928	49.75	47.44	25.25	25.38	26.88	2014-05-30 18:06:43
1929	49.75	47.38	25.31	25.38	26.94	2014-05-30 18:07:43
1930	49.75	47.44	25.25	25.38	26.94	2014-05-30 18:08:44
1931	49.75	47.44	25.25	25.38	26.94	2014-05-30 18:09:44
1932	49.75	47.44	25.25	25.38	26.94	2014-05-30 18:10:44
1933	49.75	47.44	25.25	25.44	26.88	2014-05-30 18:11:44
1934	49.75	47.44	25.19	25.38	26.94	2014-05-30 18:12:44
1935	49.75	47.44	25.19	25.38	26.94	2014-05-30 18:13:45
1936	49.69	47.44	25.25	25.38	26.94	2014-05-30 18:14:45
1937	49.69	47.5	25.19	25.38	26.94	2014-05-30 18:15:45
1938	49.69	47.5	25.25	25.38	26.94	2014-05-30 18:16:45
1939	49.69	47.5	25.25	25.38	26.94	2014-05-30 18:17:45
1940	49.69	47.44	25.25	25.38	26.94	2014-05-30 18:18:45
1941	49.69	47.44	25.31	25.38	26.94	2014-05-30 18:19:46
1942	49.69	47.44	25.25	25.38	26.94	2014-05-30 18:20:46
1943	49.69	47.38	25.25	25.38	26.94	2014-05-30 18:21:46
1944	49.69	47.38	25.31	25.38	26.94	2014-05-30 18:22:46
1945	49.69	47.38	25.31	25.38	26.94	2014-05-30 18:23:46
1946	49.69	47.38	25.25	25.31	26.94	2014-05-30 18:24:46
1947	49.69	47.38	25.19	25.38	26.94	2014-05-30 18:25:47
1948	49.69	47.38	25.19	25.38	26.94	2014-05-30 18:26:47
1949	49.69	47.38	25.13	25.38	26.94	2014-05-30 18:27:47
1950	49.69	47.38	25.13	25.31	26.94	2014-05-30 18:28:47
1951	49.69	47.38	25.19	25.31	26.94	2014-05-30 18:29:47
1952	49.75	47.44	25.19	25.31	26.94	2014-05-30 18:30:47
1953	49.69	47.44	25.25	25.31	26.94	2014-05-30 18:31:48
1954	49.69	47.44	25.13	25.31	26.94	2014-05-30 18:32:48
1955	49.69	47.44	25.13	25.31	26.94	2014-05-30 18:33:48
1956	49.69	47.38	25.13	25.31	26.94	2014-05-30 18:34:48
1957	49.69	47.44	25.13	25.25	26.94	2014-05-30 18:35:48
1958	49.69	47.44	25.06	25.25	26.94	2014-05-30 18:36:48
1959	49.69	47.38	25	25.25	26.94	2014-05-30 18:37:49
1960	49.69	47.38	25	25.19	26.94	2014-05-30 18:38:49
1961	49.69	47.38	25.06	25.19	26.94	2014-05-30 18:39:49
1962	49.69	47.38	25	25.19	26.94	2014-05-30 18:40:49
1963	49.69	47.38	25.06	25.19	26.94	2014-05-30 18:41:49
1964	49.69	47.38	25	25.19	26.94	2014-05-30 18:42:49
1965	49.63	47.38	25	25.19	26.94	2014-05-30 18:43:49
1966	49.69	47.38	25.06	25.19	26.94	2014-05-30 18:44:49
1967	49.69	47.44	25.06	25.19	26.94	2014-05-30 18:45:50
1968	49.69	47.44	25.06	25.19	26.94	2014-05-30 18:46:50
1969	49.75	47.44	25.06	25.19	26.94	2014-05-30 18:47:50
1970	49.75	47.44	25	25.19	26.94	2014-05-30 18:48:50
1971	49.69	47.44	25.06	25.19	26.94	2014-05-30 18:49:50
1972	49.69	47.5	25.06	25.19	26.94	2014-05-30 18:50:50
1973	49.75	47.5	25.06	25.19	26.94	2014-05-30 18:51:50
1974	49.75	47.5	25.06	25.19	26.94	2014-05-30 18:52:50
1975	49.75	47.44	25.06	25.25	26.94	2014-05-30 18:53:50
1976	49.75	47.44	25.06	25.19	26.94	2014-05-30 18:54:51
1977	49.75	47.44	25.06	25.19	26.94	2014-05-30 18:55:51
1978	49.75	47.44	25.06	25.19	26.94	2014-05-30 18:56:51
1979	49.75	47.44	25.06	25.25	26.94	2014-05-30 18:57:51
1980	49.69	47.44	25	25.19	26.94	2014-05-30 18:58:51
1981	49.69	47.44	25.06	25.19	26.94	2014-05-30 18:59:51
1982	49.69	47.44	25.06	25.19	26.94	2014-05-30 19:00:51
1983	49.69	47.5	25	25.19	26.94	2014-05-30 19:01:51
1984	49.69	47.44	25.06	25.19	26.94	2014-05-30 19:02:52
1985	49.69	47.44	25.06	25.19	26.94	2014-05-30 19:03:52
1986	49.69	47.44	25.06	25.25	26.94	2014-05-30 19:04:52
1987	49.75	47.44	25.06	25.25	26.94	2014-05-30 19:05:52
1988	49.69	47.44	25.06	25.25	26.94	2014-05-30 19:06:52
1989	49.69	47.44	25.13	25.25	26.94	2014-05-30 19:07:52
1990	49.69	47.44	25.06	25.25	26.94	2014-05-30 19:08:52
1991	49.69	47.44	25.13	25.25	26.94	2014-05-30 19:09:53
1992	49.69	47.44	25.06	25.25	26.94	2014-05-30 19:10:53
1993	49.69	47.44	25.06	25.25	26.94	2014-05-30 19:11:53
1994	49.69	47.38	25.06	25.25	26.94	2014-05-30 19:12:53
1995	49.69	47.44	25.06	25.25	26.94	2014-05-30 19:13:53
1996	49.69	47.44	25.06	25.19	26.94	2014-05-30 19:14:53
1997	49.69	47.44	25.13	25.25	26.94	2014-05-30 19:15:53
1998	49.69	47.44	25.06	25.25	26.94	2014-05-30 19:16:53
1999	49.69	47.38	25.06	25.25	26.94	2014-05-30 19:17:54
2000	49.63	47.38	25	25.19	26.94	2014-05-30 19:18:54
2001	49.69	47.44	25.06	25.19	26.94	2014-05-30 19:19:54
2002	49.69	47.44	25.06	25.19	26.94	2014-05-30 19:20:54
2003	49.75	47.44	25.06	25.19	26.94	2014-05-30 19:21:54
2004	49.75	47.44	25	25.19	26.94	2014-05-30 19:22:54
2005	49.75	47.44	25	25.19	26.94	2014-05-30 19:23:54
2006	49.69	47.44	25.06	25.25	26.94	2014-05-30 19:24:55
2007	49.69	47.44	25.06	25.19	26.94	2014-05-30 19:25:55
2008	49.69	47.44	25.06	25.19	26.94	2014-05-30 19:26:55
2009	49.69	47.44	25.06	25.19	26.94	2014-05-30 19:27:55
2010	49.69	47.44	25	25.19	26.94	2014-05-30 19:28:55
2011	49.69	47.44	25	25.19	26.94	2014-05-30 19:29:55
2012	49.69	47.44	25	25.19	26.94	2014-05-30 19:30:55
2013	49.69	47.44	25.06	25.25	26.94	2014-05-30 19:31:55
2014	49.69	47.44	24.94	25.25	26.94	2014-05-30 19:32:56
2015	49.69	47.44	25	25.19	26.94	2014-05-30 19:33:56
2016	49.63	47.44	24.94	25.19	26.94	2014-05-30 19:34:56
2017	49.69	47.44	24.94	25.19	26.94	2014-05-30 19:35:56
2018	49.69	47.44	25	25.19	26.94	2014-05-30 19:36:56
2019	49.63	47.44	25	25.19	26.94	2014-05-30 19:37:56
2020	49.63	47.44	25	25.19	26.94	2014-05-30 19:38:57
2021	49.63	47.44	25	25.19	26.94	2014-05-30 19:39:57
2022	49.69	47.44	25	25.19	26.94	2014-05-30 19:40:57
2023	49.69	47.38	25.06	25.19	26.94	2014-05-30 19:41:57
2024	49.69	47.38	25	25.19	26.94	2014-05-30 19:42:57
2025	49.69	47.44	25	25.13	26.94	2014-05-30 19:43:57
2026	49.69	47.44	25	25.19	26.94	2014-05-30 19:44:57
2027	49.69	47.44	24.94	25.13	26.94	2014-05-30 19:45:57
2028	49.63	47.44	24.88	25.13	26.94	2014-05-30 19:46:57
2029	49.63	47.44	24.94	25.13	26.94	2014-05-30 19:47:57
2030	49.63	47.44	24.88	25.13	26.94	2014-05-30 19:48:57
2031	49.63	47.44	24.94	25.06	26.94	2014-05-30 19:49:57
2032	49.63	47.44	24.88	25.06	26.94	2014-05-30 19:50:57
2033	49.63	47.44	24.88	25.06	26.94	2014-05-30 19:51:58
2034	49.63	47.44	24.88	25.06	26.94	2014-05-30 19:52:58
2035	49.63	47.44	24.94	25.13	26.94	2014-05-30 19:53:58
2036	49.56	47.38	24.88	25.13	26.94	2014-05-30 19:54:58
2037	49.56	47.38	24.94	25.13	26.94	2014-05-30 19:55:58
2038	49.56	47.38	24.88	25.13	26.94	2014-05-30 19:56:58
2039	49.56	47.38	24.94	25.13	26.94	2014-05-30 19:57:58
2040	49.63	47.38	24.94	25.13	26.94	2014-05-30 19:58:58
2041	49.63	47.38	24.94	25.13	26.94	2014-05-30 19:59:59
2042	49.63	47.38	24.94	25.13	26.94	2014-05-30 20:00:59
2043	49.63	47.38	24.88	25.13	26.94	2014-05-30 20:01:59
2044	49.63	47.38	24.94	25.13	26.94	2014-05-30 20:02:59
2045	49.63	47.38	24.88	25.13	26.94	2014-05-30 20:03:59
2046	49.63	47.38	24.94	25.13	26.94	2014-05-30 20:04:59
2047	49.69	47.38	24.94	25.13	26.94	2014-05-30 20:05:59
2048	49.69	47.44	24.88	25.13	26.94	2014-05-30 20:07:00
2049	49.63	47.44	24.88	25.06	26.94	2014-05-30 20:08:00
2050	49.63	47.44	24.88	25.13	26.94	2014-05-30 20:09:00
2051	49.63	47.38	24.88	25.13	26.94	2014-05-30 20:10:00
2052	49.63	47.38	24.88	25.06	26.94	2014-05-30 20:11:00
2053	49.63	47.38	24.88	25.06	26.88	2014-05-30 20:12:00
2054	49.56	47.38	24.81	25	26.88	2014-05-30 20:13:00
2055	49.63	47.38	24.81	25	26.94	2014-05-30 20:14:00
2056	49.63	47.38	24.81	25	26.94	2014-05-30 20:15:00
2057	49.56	47.38	24.81	25	26.94	2014-05-30 20:16:01
2058	49.56	47.38	24.81	25	26.88	2014-05-30 20:17:01
2059	49.63	47.31	24.81	25	26.94	2014-05-30 20:18:01
2060	49.63	47.31	24.75	25	26.94	2014-05-30 20:19:01
2061	49.63	47.31	24.75	25	26.94	2014-05-30 20:20:01
2062	49.63	47.38	24.75	25	26.94	2014-05-30 20:21:01
2063	49.63	47.38	24.75	25	26.88	2014-05-30 20:22:01
2064	49.63	47.38	24.69	24.94	26.88	2014-05-30 20:23:01
2065	49.63	47.38	24.75	24.94	26.94	2014-05-30 20:24:01
2066	49.63	47.31	24.69	24.94	26.88	2014-05-30 20:25:01
2067	49.63	47.38	24.69	24.94	26.88	2014-05-30 20:26:01
2068	49.63	47.38	24.63	24.94	26.88	2014-05-30 20:27:02
2069	49.63	47.38	24.63	24.94	26.88	2014-05-30 20:28:02
2070	49.63	47.31	24.63	24.88	26.88	2014-05-30 20:29:02
2071	49.63	47.31	24.63	24.88	26.88	2014-05-30 20:30:02
2072	49.63	47.31	24.63	24.88	26.88	2014-05-30 20:31:02
2073	49.63	47.31	24.63	24.88	26.88	2014-05-30 20:32:02
2074	49.63	47.31	24.63	24.88	26.88	2014-05-30 20:33:02
2075	49.63	47.38	24.63	24.88	26.88	2014-05-30 20:34:02
2076	49.63	47.31	24.69	24.88	26.88	2014-05-30 20:35:02
2077	49.63	47.25	24.63	24.88	26.88	2014-05-30 20:36:02
2078	49.63	47.31	24.69	24.94	26.88	2014-05-30 20:37:02
2079	49.63	47.31	24.69	24.94	26.88	2014-05-30 20:38:02
2080	49.63	47.31	24.69	24.94	26.88	2014-05-30 20:39:02
2081	49.63	47.31	24.69	24.94	26.88	2014-05-30 20:40:02
2082	49.63	47.31	24.75	24.94	26.88	2014-05-30 20:41:02
2083	49.63	47.31	24.69	24.94	26.88	2014-05-30 20:42:03
2084	49.56	47.31	24.69	24.88	26.88	2014-05-30 20:43:03
2085	49.56	47.31	24.63	24.94	26.88	2014-05-30 20:44:03
2086	49.56	47.31	24.63	24.94	26.88	2014-05-30 20:45:03
2087	49.56	47.31	24.63	24.94	26.88	2014-05-30 20:46:03
2088	49.56	47.31	24.69	24.94	26.88	2014-05-30 20:47:03
2089	49.56	47.25	24.69	24.94	26.88	2014-05-30 20:48:03
2090	49.5	47.25	24.63	24.94	26.88	2014-05-30 20:49:03
2091	49.5	47.25	24.63	24.88	26.88	2014-05-30 20:50:03
2092	49.5	47.25	24.63	24.88	26.88	2014-05-30 20:51:04
2093	49.5	47.31	24.56	24.88	26.88	2014-05-30 20:52:04
2094	49.56	47.31	24.63	24.94	26.88	2014-05-30 20:53:04
2095	49.56	47.31	24.63	24.88	26.88	2014-05-30 20:54:04
2096	49.56	47.31	24.63	24.88	26.88	2014-05-30 20:55:04
2097	49.56	47.25	24.63	24.88	26.88	2014-05-30 20:56:04
2098	49.56	47.25	24.56	24.81	26.81	2014-05-30 20:57:04
2099	49.56	47.19	24.56	24.81	26.81	2014-05-30 20:58:04
2100	49.56	47.19	24.56	24.81	26.88	2014-05-30 20:59:05
2101	49.56	47.13	24.63	24.81	26.81	2014-05-30 21:00:05
2102	49.56	47.13	24.56	24.81	26.81	2014-05-30 21:01:05
2103	49.56	47.13	24.56	24.75	26.81	2014-05-30 21:02:05
2104	49.56	47.19	24.5	24.75	26.81	2014-05-30 21:03:05
2105	49.56	47.19	24.5	24.69	26.81	2014-05-30 21:04:05
2106	49.56	47.25	24.5	24.75	26.81	2014-05-30 21:05:05
2107	49.5	47.25	24.44	24.75	26.81	2014-05-30 21:06:06
2108	49.5	47.25	24.44	24.75	26.81	2014-05-30 21:07:06
2109	49.5	47.25	24.38	24.69	26.81	2014-05-30 21:08:06
2110	49.5	47.25	24.44	24.69	26.81	2014-05-30 21:09:06
2111	49.5	47.25	24.44	24.69	26.81	2014-05-30 21:10:06
2112	49.5	47.25	24.44	24.75	26.81	2014-05-30 21:11:06
2113	49.5	47.25	24.44	24.69	26.81	2014-05-30 21:12:06
2114	49.5	47.19	24.44	24.69	26.81	2014-05-30 21:13:07
2115	49.5	47.19	24.44	24.75	26.81	2014-05-30 21:14:07
2116	49.5	47.19	24.5	24.75	26.81	2014-05-30 21:15:07
2117	49.5	47.19	24.44	24.75	26.81	2014-05-30 21:16:07
2118	49.5	47.19	24.44	24.69	26.81	2014-05-30 21:17:07
2119	49.44	47.25	24.44	24.69	26.81	2014-05-30 21:18:07
2120	49.44	47.25	24.44	24.69	26.81	2014-05-30 21:19:07
2121	49.44	47.25	24.38	24.69	26.81	2014-05-30 21:20:08
2122	49.5	47.25	24.38	24.69	26.81	2014-05-30 21:21:08
2123	49.5	47.25	24.44	24.69	26.81	2014-05-30 21:22:08
2124	49.5	47.19	24.44	24.69	26.75	2014-05-30 21:23:08
2125	49.5	47.19	24.38	24.69	26.81	2014-05-30 21:24:08
2126	49.5	47.19	24.38	24.69	26.75	2014-05-30 21:25:08
2127	49.5	47.13	24.38	24.63	26.75	2014-05-30 21:26:08
2128	49.5	47.19	24.38	24.63	26.75	2014-05-30 21:27:08
2129	49.5	47.19	24.38	24.63	26.75	2014-05-30 21:28:09
2130	49.5	47.19	24.38	24.63	26.75	2014-05-30 21:29:09
2131	49.44	47.19	24.31	24.63	26.75	2014-05-30 21:30:09
2132	49.44	47.19	24.38	24.63	26.75	2014-05-30 21:31:09
2133	49.44	47.19	24.31	24.63	26.75	2014-05-30 21:32:09
2134	49.44	47.19	24.38	24.63	26.75	2014-05-30 21:33:09
2135	49.44	47.19	24.31	24.63	26.75	2014-05-30 21:34:09
2136	49.44	47.19	24.38	24.63	26.75	2014-05-30 21:35:09
2137	49.44	47.19	24.38	24.63	26.75	2014-05-30 21:36:09
2138	49.5	47.19	24.38	24.63	26.75	2014-05-30 21:37:09
2139	49.44	47.19	24.38	24.63	26.75	2014-05-30 21:38:09
2140	49.44	47.19	24.31	24.56	26.75	2014-05-30 21:39:09
2141	49.44	47.19	24.38	24.63	26.75	2014-05-30 21:40:10
2142	49.5	47.19	24.31	24.63	26.75	2014-05-30 21:41:10
2143	49.5	47.13	24.31	24.63	26.69	2014-05-30 21:42:10
2144	49.5	47.13	24.31	24.56	26.75	2014-05-30 21:43:10
2145	49.44	47.19	24.31	24.63	26.75	2014-05-30 21:44:10
2146	49.44	47.19	24.31	24.63	26.69	2014-05-30 21:45:10
2147	49.38	47.13	24.31	24.56	26.75	2014-05-30 21:46:10
2148	49.38	47.13	24.31	24.63	26.75	2014-05-30 21:47:10
2149	49.38	47.19	24.31	24.63	26.69	2014-05-30 21:48:11
2150	49.38	47.13	24.44	24.63	26.69	2014-05-30 21:49:11
2151	49.31	47.13	24.44	24.63	26.69	2014-05-30 21:50:11
2152	49.31	47.13	24.44	24.69	26.69	2014-05-30 21:51:11
2153	49.31	47.13	24.44	24.69	26.69	2014-05-30 21:52:11
2154	49.38	47.13	24.38	24.63	26.69	2014-05-30 21:53:11
2155	49.38	47.13	24.31	24.56	26.69	2014-05-30 21:54:11
2156	49.38	47.13	24.31	24.5	26.69	2014-05-30 21:55:12
2157	49.38	47.13	24.31	24.56	26.69	2014-05-30 21:56:12
2158	49.38	47.13	24.31	24.5	26.69	2014-05-30 21:57:12
2159	49.38	47.13	24.31	24.5	26.69	2014-05-30 21:58:12
2160	49.38	47.13	24.25	24.56	26.69	2014-05-30 21:59:12
2161	49.38	47.06	24.25	24.56	26.69	2014-05-30 22:00:12
2162	49.38	47.06	24.25	24.56	26.69	2014-05-30 22:01:12
2163	49.38	47	24.25	24.56	26.69	2014-05-30 22:02:13
2164	49.38	47	24.25	24.5	26.69	2014-05-30 22:03:13
2165	49.38	47.06	24.25	24.5	26.63	2014-05-30 22:04:13
2166	49.38	47.06	24.25	24.5	26.69	2014-05-30 22:05:13
2167	49.31	47.06	24.25	24.5	26.69	2014-05-30 22:06:13
2168	49.31	47.06	24.25	24.5	26.69	2014-05-30 22:07:14
2169	49.31	47	24.25	24.5	26.69	2014-05-30 22:08:14
2170	49.31	47	24.25	24.5	26.63	2014-05-30 22:09:14
2171	49.38	47	24.25	24.5	26.63	2014-05-30 22:10:14
2172	49.38	47	24.25	24.44	26.63	2014-05-30 22:11:14
2173	49.31	47	24.25	24.44	26.63	2014-05-30 22:12:14
2174	49.38	46.94	24.25	24.5	26.63	2014-05-30 22:13:15
2175	49.31	47	24.25	24.5	26.63	2014-05-30 22:14:15
2176	49.31	47	24.25	24.5	26.63	2014-05-30 22:15:15
2177	49.31	47	24.25	24.44	26.63	2014-05-30 22:16:15
2178	49.31	47.06	24.19	24.44	26.63	2014-05-30 22:17:15
2179	49.31	47.06	24.25	24.44	26.63	2014-05-30 22:18:15
2180	49.38	47.06	24.25	24.44	26.63	2014-05-30 22:19:15
2181	49.31	47	24.25	24.44	26.63	2014-05-30 22:20:16
2182	49.31	47.06	24.25	24.44	26.63	2014-05-30 22:21:16
2183	49.31	47.06	24.25	24.5	26.63	2014-05-30 22:22:16
2184	49.31	47	24.25	24.5	26.63	2014-05-30 22:23:16
2185	49.31	47	24.25	24.44	26.63	2014-05-30 22:24:16
2186	49.25	47.06	24.25	24.44	26.63	2014-05-30 22:25:16
2187	49.25	47	24.25	24.5	26.63	2014-05-30 22:26:17
2188	49.25	47	24.31	24.56	26.63	2014-05-30 22:27:17
2189	49.31	47	24.31	24.5	26.63	2014-05-30 22:28:17
2190	49.31	47	24.31	24.5	26.56	2014-05-30 22:29:17
2191	49.25	47	24.31	24.56	26.56	2014-05-30 22:30:17
2192	49.25	47	24.31	24.5	26.63	2014-05-30 22:31:17
2193	49.25	47	24.31	24.5	26.56	2014-05-30 22:32:18
2194	49.25	47	24.31	24.5	26.56	2014-05-30 22:33:18
2195	49.19	47	24.31	24.56	26.56	2014-05-30 22:34:18
2196	49.19	47	24.31	24.56	26.56	2014-05-30 22:35:18
2197	49.19	47	24.31	24.5	26.63	2014-05-30 22:36:18
2198	49.25	47	24.38	24.56	26.56	2014-05-30 22:37:18
