cod	c02	c04	tent	tsal	aceite	fecha
2199	49.19	47	24.38	24.56	26.56	2014-05-30 22:38:18
2200	49.25	47	24.38	24.56	26.56	2014-05-30 22:39:19
2201	49.25	47	24.31	24.56	26.56	2014-05-30 22:40:19
2202	49.25	47	24.25	24.56	26.56	2014-05-30 22:41:19
2203	49.25	47	24.31	24.56	26.56	2014-05-30 22:42:19
2204	49.25	46.94	24.31	24.56	26.56	2014-05-30 22:43:19
2205	49.25	46.88	24.31	24.56	26.56	2014-05-30 22:44:19
2206	49.25	46.88	24.25	24.5	26.56	2014-05-30 22:45:20
2207	49.25	46.88	24.25	24.56	26.56	2014-05-30 22:46:20
2208	49.19	46.88	24.25	24.56	26.56	2014-05-30 22:47:20
2209	49.25	46.88	24.25	24.5	26.56	2014-05-30 22:48:20
2210	49.19	46.94	24.25	24.5	26.56	2014-05-30 22:49:20
2211	49.19	46.94	24.31	24.56	26.56	2014-05-30 22:50:20
2212	49.19	46.94	24.25	24.5	26.56	2014-05-30 22:51:21
2213	49.19	46.94	24.25	24.5	26.5	2014-05-30 22:52:21
2214	49.19	46.94	24.19	24.44	26.5	2014-05-30 22:53:21
2215	49.19	46.94	24.25	24.5	26.5	2014-05-30 22:54:21
2216	49.19	46.94	24.25	24.5	26.56	2014-05-30 22:55:21
2217	49.19	46.94	24.25	24.5	26.5	2014-05-30 22:56:22
2218	49.19	46.94	24.25	24.5	26.5	2014-05-30 22:57:22
2219	49.19	46.94	24.25	24.44	26.56	2014-05-30 22:58:22
2220	49.19	46.94	24.25	24.5	26.5	2014-05-30 22:59:22
2221	49.19	46.94	24.19	24.44	26.5	2014-05-30 23:00:22
2222	49.19	46.94	24.19	24.44	26.5	2014-05-30 23:01:22
2223	49.19	47	24.25	24.44	26.5	2014-05-30 23:02:23
2224	49.19	46.94	24.19	24.44	26.5	2014-05-30 23:03:23
2225	49.19	46.94	24.19	24.44	26.5	2014-05-30 23:04:23
2226	49.19	46.94	24.19	24.5	26.5	2014-05-30 23:05:23
2227	49.19	46.94	24.19	24.44	26.5	2014-05-30 23:06:23
2228	49.19	46.94	24.19	24.44	26.5	2014-05-30 23:07:23
2229	49.19	46.94	24.19	24.44	26.5	2014-05-30 23:08:24
2230	49.19	46.94	24.19	24.44	26.5	2014-05-30 23:09:24
2231	49.19	46.94	24.19	24.44	26.5	2014-05-30 23:10:24
2232	49.19	46.94	24.25	24.5	26.5	2014-05-30 23:11:24
2233	49.19	46.94	24.25	24.44	26.5	2014-05-30 23:12:24
2234	49.19	46.94	24.25	24.5	26.5	2014-05-30 23:13:25
2235	49.19	46.88	24.25	24.5	26.5	2014-05-30 23:14:25
2236	49.19	46.88	24.25	24.5	26.5	2014-05-30 23:15:25
2237	49.19	46.94	24.25	24.5	26.5	2014-05-30 23:16:25
2238	49.19	46.94	24.19	24.5	26.5	2014-05-30 23:17:25
2239	49.19	46.94	24.25	24.5	26.5	2014-05-30 23:18:25
2240	49.19	46.94	24.25	24.5	26.5	2014-05-30 23:19:26
2241	49.19	46.88	24.25	24.5	26.44	2014-05-30 23:20:26
2242	49.13	46.88	24.25	24.5	26.44	2014-05-30 23:21:26
2243	49.13	46.88	24.19	24.5	26.44	2014-05-30 23:22:26
2244	49.19	46.88	24.19	24.5	26.44	2014-05-30 23:23:26
2245	49.13	46.88	24.19	24.44	26.44	2014-05-30 23:24:26
2246	49.13	46.88	24.19	24.44	26.44	2014-05-30 23:25:26
2247	49.13	46.88	24.19	24.44	26.5	2014-05-30 23:26:26
2248	49.13	46.88	24.19	24.44	26.44	2014-05-30 23:27:26
2249	49.13	46.88	24.19	24.44	26.44	2014-05-30 23:28:26
2250	49.13	46.88	24.19	24.44	26.44	2014-05-30 23:29:26
2251	49.13	46.88	24.19	24.5	26.44	2014-05-30 23:30:26
2252	49.13	46.88	24.13	24.44	26.44	2014-05-30 23:31:26
2253	49.13	46.88	24.13	24.44	26.44	2014-05-30 23:32:27
2254	49.13	46.88	24.19	24.44	26.44	2014-05-30 23:33:27
2255	49.13	46.88	24.19	24.44	26.44	2014-05-30 23:34:27
2256	49.13	46.88	24.25	24.44	26.44	2014-05-30 23:35:27
2257	49.13	46.81	24.19	24.44	26.44	2014-05-30 23:36:27
2258	49.13	46.88	24.19	24.44	26.44	2014-05-30 23:37:27
2259	49.13	46.88	24.19	24.44	26.44	2014-05-30 23:38:28
2260	49.13	46.88	24.19	24.44	26.44	2014-05-30 23:39:28
2261	49.13	46.88	24.19	24.44	26.44	2014-05-30 23:40:28
2262	49.06	46.88	24.13	24.44	26.44	2014-05-30 23:41:28
2263	49.13	46.81	24.13	24.44	26.44	2014-05-30 23:42:28
2264	49.06	46.81	24.13	24.44	26.38	2014-05-30 23:43:29
2265	49.13	46.81	24.13	24.44	26.38	2014-05-30 23:44:29
2266	49.06	46.81	24.13	24.44	26.38	2014-05-30 23:45:29
2267	49.06	46.81	24.13	24.44	26.38	2014-05-30 23:46:29
2268	49.06	46.81	24.13	24.44	26.38	2014-05-30 23:47:29
2269	49.13	46.81	24.13	24.38	26.38	2014-05-30 23:48:29
2270	49.06	46.81	24.13	24.38	26.38	2014-05-30 23:49:30
2271	49.06	46.81	24.13	24.38	26.38	2014-05-30 23:50:30
2272	49.06	46.81	24.13	24.38	26.38	2014-05-30 23:51:30
2273	49.06	46.81	24.13	24.38	26.38	2014-05-30 23:52:30
2274	49.06	46.81	24.13	24.38	26.38	2014-05-30 23:53:30
2275	49.06	46.81	24.13	24.38	26.38	2014-05-30 23:54:30
2276	49.06	46.81	24.19	24.38	26.38	2014-05-30 23:55:30
2277	49.06	46.81	24.19	24.38	26.38	2014-05-30 23:56:31
2278	49.06	46.81	24.13	24.38	26.38	2014-05-30 23:57:31
2279	49.06	46.81	24.19	24.38	26.38	2014-05-30 23:58:31
2280	49.06	46.81	24.19	24.38	26.38	2014-05-30 23:59:31
2281	49.06	46.81	24.19	24.38	26.38	2014-05-31 00:00:31
2282	49.06	46.81	24.13	24.38	26.38	2014-05-31 00:01:31
2283	49.06	46.75	24.13	24.38	26.38	2014-05-31 00:02:31
2284	49.06	46.81	24.13	24.31	26.38	2014-05-31 00:03:32
2285	49.06	46.81	24.13	24.38	26.38	2014-05-31 00:04:32
2286	49.06	46.75	24.13	24.38	26.38	2014-05-31 00:05:32
2287	49.06	46.69	24.19	24.38	26.38	2014-05-31 00:06:32
2288	49.06	46.69	24.19	24.44	26.38	2014-05-31 00:07:32
2289	49.06	46.75	24.25	24.44	26.38	2014-05-31 00:08:32
2290	49.06	46.81	24.19	24.44	26.38	2014-05-31 00:09:32
2291	49.06	46.81	24.19	24.44	26.31	2014-05-31 00:10:33
2292	49	46.81	24.13	24.44	26.38	2014-05-31 00:11:33
2293	49	46.75	24.13	24.44	26.31	2014-05-31 00:12:33
2294	49	46.75	24.13	24.38	26.31	2014-05-31 00:13:33
2295	49.06	46.69	24.13	24.38	26.38	2014-05-31 00:14:33
2296	49.06	46.69	24.06	24.38	26.38	2014-05-31 00:15:33
2297	49.06	46.63	24.06	24.38	26.31	2014-05-31 00:16:34
2298	49.06	46.63	24.06	24.38	26.31	2014-05-31 00:17:34
2299	49.06	46.69	24.06	24.38	26.31	2014-05-31 00:18:34
2300	49	46.69	24.06	24.38	26.31	2014-05-31 00:19:34
2301	49	46.69	24.06	24.38	26.31	2014-05-31 00:20:34
2302	49	46.69	24.06	24.38	26.31	2014-05-31 00:21:34
2303	49	46.75	24.06	24.38	26.31	2014-05-31 00:22:35
2304	49	46.75	24.06	24.38	26.31	2014-05-31 00:23:35
2305	49	46.75	24.06	24.38	26.31	2014-05-31 00:24:35
2306	49	46.75	24.06	24.38	26.31	2014-05-31 00:25:35
2307	49	46.75	24.06	24.38	26.31	2014-05-31 00:26:35
2308	49	46.75	24.06	24.38	26.31	2014-05-31 00:27:35
2309	49	46.75	24	24.31	26.31	2014-05-31 00:28:36
2310	49	46.69	24.06	24.38	26.31	2014-05-31 00:29:36
2311	49	46.69	24.06	24.31	26.31	2014-05-31 00:30:36
2312	49	46.69	24.06	24.38	26.31	2014-05-31 00:31:36
2313	49	46.69	24.06	24.31	26.31	2014-05-31 00:32:36
2314	48.94	46.75	24.06	24.31	26.31	2014-05-31 00:33:36
2315	48.94	46.69	24.06	24.38	26.31	2014-05-31 00:34:37
2316	48.94	46.75	24.06	24.31	26.25	2014-05-31 00:35:37
2317	49	46.69	24.06	24.31	26.31	2014-05-31 00:36:37
2318	49	46.69	24.06	24.38	26.31	2014-05-31 00:37:37
2319	49	46.69	24.06	24.38	26.31	2014-05-31 00:38:37
2320	49	46.69	24.06	24.31	26.31	2014-05-31 00:39:37
2321	48.94	46.69	24.06	24.31	26.25	2014-05-31 00:40:38
2322	48.94	46.63	24	24.31	26.31	2014-05-31 00:41:38
2323	48.94	46.63	24	24.31	26.31	2014-05-31 00:42:38
2324	48.94	46.63	24	24.31	26.31	2014-05-31 00:43:37
2325	48.94	46.63	24	24.25	26.25	2014-05-31 00:44:37
2326	48.94	46.69	24	24.31	26.25	2014-05-31 00:45:38
2327	48.94	46.69	23.94	24.31	26.25	2014-05-31 00:46:38
2328	48.94	46.69	24	24.31	26.31	2014-05-31 00:47:38
2329	48.94	46.69	24	24.31	26.25	2014-05-31 00:48:38
2330	48.94	46.69	24.06	24.31	26.25	2014-05-31 00:49:38
2331	48.94	46.69	24	24.25	26.25	2014-05-31 00:50:38
2332	48.94	46.69	24	24.25	26.25	2014-05-31 00:51:38
2333	48.94	46.69	24.06	24.25	26.25	2014-05-31 00:52:38
2334	48.94	46.69	24.06	24.31	26.25	2014-05-31 00:53:38
2335	48.88	46.69	24.13	24.25	26.25	2014-05-31 00:54:39
2336	48.94	46.69	24.13	24.31	26.25	2014-05-31 00:55:39
2337	48.94	46.63	24.19	24.31	26.25	2014-05-31 00:56:39
2338	48.88	46.63	24.13	24.25	26.25	2014-05-31 00:57:39
2339	48.94	46.63	24.13	24.31	26.25	2014-05-31 00:58:39
2340	48.94	46.63	24.13	24.31	26.25	2014-05-31 00:59:39
2341	48.94	46.63	24.13	24.31	26.25	2014-05-31 01:00:40
2342	48.94	46.69	24.06	24.31	26.25	2014-05-31 01:01:40
2343	48.94	46.69	24.06	24.25	26.25	2014-05-31 01:02:40
2344	48.94	46.69	24.06	24.31	26.25	2014-05-31 01:03:40
2345	48.94	46.69	24.06	24.31	26.25	2014-05-31 01:04:40
2346	48.94	46.69	24.06	24.31	26.25	2014-05-31 01:05:40
2347	49	46.69	24.06	24.31	26.25	2014-05-31 01:06:41
2348	49	46.69	24.06	24.31	26.25	2014-05-31 01:07:41
2349	49	46.69	24	24.31	26.25	2014-05-31 01:08:41
2350	48.94	46.63	24	24.31	26.25	2014-05-31 01:09:41
2351	48.88	46.69	24	24.31	26.25	2014-05-31 01:10:41
2352	48.88	46.63	24	24.31	26.25	2014-05-31 01:11:42
2353	48.88	46.63	24	24.31	26.25	2014-05-31 01:12:42
2354	48.88	46.63	24	24.31	26.25	2014-05-31 01:13:42
2355	48.88	46.69	24.06	24.31	26.25	2014-05-31 01:14:42
2356	48.88	46.63	24	24.31	26.25	2014-05-31 01:15:42
2357	48.88	46.63	24	24.31	26.25	2014-05-31 01:16:42
2358	48.88	46.63	24	24.31	26.25	2014-05-31 01:17:43
2359	48.88	46.63	24	24.25	26.25	2014-05-31 01:18:43
2360	48.88	46.63	24	24.25	26.25	2014-05-31 01:19:43
2361	48.88	46.63	24	24.25	26.19	2014-05-31 01:20:43
2362	48.88	46.56	24	24.25	26.19	2014-05-31 01:21:43
2363	48.88	46.56	23.94	24.25	26.19	2014-05-31 01:22:44
2364	48.88	46.63	23.94	24.25	26.19	2014-05-31 01:23:44
2365	48.88	46.63	23.94	24.25	26.19	2014-05-31 01:24:44
2366	48.88	46.56	23.94	24.25	26.19	2014-05-31 01:25:44
2367	48.88	46.63	23.94	24.25	26.19	2014-05-31 01:26:44
2368	48.81	46.56	23.94	24.25	26.19	2014-05-31 01:27:45
2369	48.81	46.63	23.88	24.25	26.19	2014-05-31 01:28:45
2370	48.81	46.56	23.88	24.19	26.19	2014-05-31 01:29:45
2371	48.81	46.56	23.88	24.25	26.19	2014-05-31 01:30:45
2372	48.81	46.56	23.94	24.25	26.19	2014-05-31 01:31:45
2373	48.81	46.56	23.88	24.25	26.19	2014-05-31 01:32:45
2374	48.81	46.56	23.88	24.19	26.19	2014-05-31 01:33:46
2375	48.81	46.56	23.88	24.25	26.19	2014-05-31 01:34:46
2376	48.81	46.56	23.88	24.25	26.19	2014-05-31 01:35:46
2377	48.81	46.63	23.88	24.25	26.19	2014-05-31 01:36:46
2378	48.81	46.56	23.88	24.25	26.19	2014-05-31 01:37:46
2379	48.81	46.56	23.88	24.25	26.13	2014-05-31 01:38:47
2380	48.75	46.56	23.88	24.25	26.19	2014-05-31 01:39:47
2381	48.75	46.56	23.88	24.25	26.19	2014-05-31 01:40:47
2382	48.75	46.5	23.88	24.19	26.19	2014-05-31 01:41:47
2383	48.75	46.56	23.88	24.19	26.19	2014-05-31 01:42:47
2384	48.75	46.5	23.88	24.19	26.13	2014-05-31 01:43:47
2385	48.81	46.56	23.94	24.19	26.19	2014-05-31 01:44:48
2386	48.81	46.56	23.88	24.25	26.19	2014-05-31 01:45:48
2387	48.81	46.56	23.94	24.25	26.13	2014-05-31 01:46:48
2388	48.81	46.56	23.88	24.25	26.13	2014-05-31 01:47:48
2389	48.81	46.56	23.88	24.19	26.19	2014-05-31 01:48:48
2390	48.81	46.56	23.88	24.19	26.13	2014-05-31 01:49:49
2391	48.81	46.56	23.88	24.19	26.13	2014-05-31 01:50:49
2392	48.81	46.56	24	24.25	26.13	2014-05-31 01:51:49
2393	48.81	46.56	24	24.25	26.19	2014-05-31 01:52:49
2394	48.81	46.5	24	24.25	26.13	2014-05-31 01:53:49
2395	48.75	46.5	24	24.25	26.13	2014-05-31 01:54:49
2396	48.75	46.5	23.94	24.25	26.13	2014-05-31 01:55:50
2397	48.81	46.56	23.94	24.25	26.13	2014-05-31 01:56:50
2398	48.81	46.56	23.94	24.19	26.13	2014-05-31 01:57:50
2399	48.81	46.5	23.94	24.19	26.13	2014-05-31 01:58:50
2400	48.81	46.5	23.94	24.19	26.13	2014-05-31 01:59:50
2401	48.81	46.5	24	24.19	26.13	2014-05-31 02:00:51
2402	48.75	46.56	23.94	24.25	26.13	2014-05-31 02:01:51
2403	48.75	46.56	23.94	24.25	26.13	2014-05-31 02:02:51
2404	48.75	46.56	23.94	24.25	26.13	2014-05-31 02:03:51
2405	48.81	46.56	23.94	24.19	26.13	2014-05-31 02:04:51
2406	48.81	46.56	23.94	24.25	26.13	2014-05-31 02:05:51
2407	48.81	46.56	23.88	24.19	26.13	2014-05-31 02:06:52
2408	48.81	46.56	23.88	24.19	26.13	2014-05-31 02:07:52
2409	48.81	46.56	23.88	24.19	26.13	2014-05-31 02:08:52
2410	48.81	46.56	23.88	24.19	26.13	2014-05-31 02:09:52
2411	48.81	46.56	23.94	24.25	26.13	2014-05-31 02:10:52
2412	48.81	46.56	23.94	24.19	26.13	2014-05-31 02:11:52
2413	48.81	46.56	23.88	24.19	26.13	2014-05-31 02:12:53
2414	48.75	46.56	23.88	24.19	26.13	2014-05-31 02:13:53
2415	48.75	46.5	23.88	24.19	26.13	2014-05-31 02:14:53
2416	48.81	46.44	23.88	24.19	26.13	2014-05-31 02:15:53
2417	48.75	46.44	23.88	24.19	26.13	2014-05-31 02:16:53
2418	48.75	46.44	23.88	24.19	26.13	2014-05-31 02:17:54
2419	48.75	46.44	23.88	24.19	26.13	2014-05-31 02:18:54
2420	48.75	46.44	23.88	24.19	26.13	2014-05-31 02:19:54
2421	48.81	46.44	23.88	24.19	26.13	2014-05-31 02:20:54
2422	48.81	46.5	23.88	24.19	26.13	2014-05-31 02:21:54
2423	48.81	46.5	23.88	24.19	26.13	2014-05-31 02:22:55
2424	48.75	46.5	23.88	24.19	26.06	2014-05-31 02:23:55
2425	48.75	46.5	23.81	24.19	26.06	2014-05-31 02:24:55
2426	48.75	46.5	23.81	24.19	26.06	2014-05-31 02:25:55
2427	48.75	46.5	23.81	24.19	26.06	2014-05-31 02:26:55
2428	48.69	46.5	23.81	24.19	26.13	2014-05-31 02:27:55
2429	48.75	46.56	23.81	24.19	26.13	2014-05-31 02:28:56
2430	48.75	46.5	23.81	24.13	26.06	2014-05-31 02:29:56
2431	48.75	46.5	23.88	24.13	26.06	2014-05-31 02:30:56
2432	48.75	46.44	23.81	24.13	26.06	2014-05-31 02:31:56
2433	48.75	46.5	23.88	24.13	26.06	2014-05-31 02:32:56
2434	48.75	46.44	23.81	24.19	26.06	2014-05-31 02:33:57
2435	48.75	46.44	23.81	24.13	26.06	2014-05-31 02:34:57
2436	48.75	46.44	23.81	24.13	26.06	2014-05-31 02:35:57
2437	48.75	46.44	23.81	24.13	26.06	2014-05-31 02:36:57
2438	48.75	46.5	23.81	24.13	26.06	2014-05-31 02:37:57
2439	48.75	46.5	23.81	24.13	26.06	2014-05-31 02:38:57
2440	48.75	46.5	23.81	24.13	26.06	2014-05-31 02:39:58
2441	48.69	46.5	23.81	24.13	26.06	2014-05-31 02:40:58
2442	48.69	46.5	23.81	24.13	26.06	2014-05-31 02:41:58
2443	48.69	46.5	23.81	24.13	26.06	2014-05-31 02:42:58
2444	48.69	46.44	23.81	24.13	26.06	2014-05-31 02:43:58
2445	48.69	46.38	23.81	24.13	26.06	2014-05-31 02:44:59
2446	48.75	46.38	23.81	24.13	26.06	2014-05-31 02:45:59
2447	48.69	46.44	23.81	24.13	26.06	2014-05-31 02:46:59
2448	48.69	46.44	23.81	24.13	26.06	2014-05-31 02:47:59
2449	48.69	46.44	23.81	24.13	26.06	2014-05-31 02:48:59
2450	48.69	46.44	23.81	24.13	26.06	2014-05-31 02:50:00
2451	48.75	46.44	23.81	24.13	26.06	2014-05-31 02:51:00
2452	48.69	46.44	23.81	24.13	26.06	2014-05-31 02:52:00
2453	48.69	46.44	23.81	24.13	26.06	2014-05-31 02:53:00
2454	48.69	46.44	23.88	24.13	26.06	2014-05-31 02:54:00
2455	48.69	46.44	23.88	24.13	26.06	2014-05-31 02:55:01
2456	48.75	46.38	23.81	24.13	26.06	2014-05-31 02:56:01
2457	48.75	46.38	23.81	24.13	26.06	2014-05-31 02:57:01
2458	48.69	46.44	23.81	24.13	26.06	2014-05-31 02:58:01
2459	48.75	46.44	23.88	24.19	26.06	2014-05-31 02:59:01
2460	48.75	46.44	23.88	24.13	26.06	2014-05-31 03:00:02
2461	48.75	46.5	23.88	24.13	26	2014-05-31 03:01:02
2462	48.75	46.44	23.88	24.19	26	2014-05-31 03:02:02
2463	48.69	46.44	23.81	24.13	26	2014-05-31 03:03:02
2464	48.69	46.38	23.88	24.19	26	2014-05-31 03:04:02
2465	48.69	46.38	23.81	24.19	26	2014-05-31 03:05:02
2466	48.69	46.44	23.88	24.13	26	2014-05-31 03:06:03
2467	48.75	46.44	23.81	24.19	26	2014-05-31 03:07:03
2468	48.69	46.44	23.81	24.13	26	2014-05-31 03:08:03
2469	48.69	46.38	23.81	24.19	26	2014-05-31 03:09:03
2470	48.69	46.44	23.81	24.13	26	2014-05-31 03:10:03
2471	48.69	46.44	23.81	24.19	26	2014-05-31 03:11:03
2472	48.69	46.38	23.81	24.13	26	2014-05-31 03:12:04
2473	48.69	46.31	23.81	24.13	26	2014-05-31 03:13:04
2474	48.63	46.38	23.81	24.13	26	2014-05-31 03:14:04
2475	48.69	46.38	23.81	24.13	26	2014-05-31 03:15:04
2476	48.69	46.44	23.81	24.13	26	2014-05-31 03:16:04
2477	48.69	46.38	23.81	24.13	26	2014-05-31 03:17:05
2478	48.75	46.44	23.81	24.13	26	2014-05-31 03:18:05
2479	48.69	46.44	23.81	24.13	26	2014-05-31 03:19:05
2480	48.69	46.44	23.81	24.13	26	2014-05-31 03:20:05
2481	48.69	46.44	23.75	24.13	26	2014-05-31 03:21:05
2482	48.69	46.44	23.75	24.06	26	2014-05-31 03:22:06
2483	48.69	46.44	23.75	24.13	26	2014-05-31 03:23:06
2484	48.63	46.44	23.75	24.13	26	2014-05-31 03:24:06
2485	48.63	46.38	23.75	24.13	26	2014-05-31 03:25:06
2486	48.63	46.38	23.75	24.13	26	2014-05-31 03:26:06
2487	48.63	46.31	23.75	24.06	26	2014-05-31 03:27:06
2488	48.63	46.31	23.75	24.06	26	2014-05-31 03:28:07
2489	48.63	46.31	23.75	24.06	26	2014-05-31 03:29:07
2490	48.63	46.31	23.75	24.13	26	2014-05-31 03:30:07
2491	48.63	46.38	23.75	24.13	25.94	2014-05-31 03:31:07
2492	48.69	46.38	23.75	24.13	25.94	2014-05-31 03:32:07
2493	48.63	46.38	23.75	24.06	26	2014-05-31 03:33:07
2494	48.63	46.38	23.81	24.13	25.94	2014-05-31 03:34:08
2495	48.69	46.38	23.75	24.13	26	2014-05-31 03:35:08
2496	48.69	46.38	23.75	24.13	25.94	2014-05-31 03:36:08
2497	48.69	46.44	23.75	24.13	25.94	2014-05-31 03:37:08
2498	48.69	46.38	23.75	24.13	25.94	2014-05-31 03:38:08
2499	48.69	46.38	23.75	24.13	25.94	2014-05-31 03:39:08
2500	48.63	46.38	23.75	24.06	25.94	2014-05-31 03:40:09
2501	48.63	46.38	23.75	24.06	25.94	2014-05-31 03:41:09
2502	48.56	46.31	23.75	24.13	25.94	2014-05-31 03:42:09
2503	48.63	46.31	23.75	24.13	25.94	2014-05-31 03:43:09
2504	48.63	46.31	23.75	24.06	25.94	2014-05-31 03:44:09
2505	48.63	46.31	23.75	24.06	25.94	2014-05-31 03:45:10
2506	48.63	46.31	23.75	24.06	25.94	2014-05-31 03:46:10
2507	48.63	46.31	23.75	24.06	25.94	2014-05-31 03:47:10
2508	48.63	46.31	23.75	24.06	25.94	2014-05-31 03:48:10
2509	48.63	46.31	23.75	24.06	25.94	2014-05-31 03:49:10
2510	48.56	46.31	23.75	24.06	25.94	2014-05-31 03:50:10
2511	48.63	46.31	23.75	24.06	25.94	2014-05-31 03:51:11
2512	48.56	46.31	23.75	24.06	25.94	2014-05-31 03:52:11
2513	48.56	46.31	23.75	24.06	25.94	2014-05-31 03:53:11
2514	48.56	46.38	23.75	24.06	25.94	2014-05-31 03:54:11
2515	48.56	46.38	23.81	24.13	25.94	2014-05-31 03:55:11
2516	48.63	46.38	23.75	24.06	25.94	2014-05-31 03:56:12
2517	48.63	46.38	23.81	24.06	25.94	2014-05-31 03:57:12
2518	48.63	46.38	23.81	24.06	25.94	2014-05-31 03:58:12
2519	48.56	46.38	23.75	24.06	25.94	2014-05-31 03:59:12
2520	48.63	46.38	23.81	24.13	25.94	2014-05-31 04:00:12
2521	48.63	46.38	23.75	24.13	25.94	2014-05-31 04:01:13
2522	48.56	46.38	23.75	24.06	25.94	2014-05-31 04:02:13
2523	48.56	46.38	23.81	24.06	25.88	2014-05-31 04:03:13
2524	48.63	46.38	23.81	24.06	25.94	2014-05-31 04:04:13
2525	48.63	46.38	23.75	24.13	25.94	2014-05-31 04:05:13
2526	48.63	46.38	23.75	24.06	25.94	2014-05-31 04:06:13
2527	48.63	46.38	23.75	24.06	25.94	2014-05-31 04:07:14
2528	48.69	46.38	23.75	24.06	25.88	2014-05-31 04:08:14
2529	48.69	46.38	23.75	24.06	25.94	2014-05-31 04:09:14
2530	48.63	46.31	23.75	24.06	25.94	2014-05-31 04:10:14
2531	48.63	46.31	23.69	24.06	25.88	2014-05-31 04:11:14
2532	48.56	46.31	23.75	24.06	25.94	2014-05-31 04:12:15
2533	48.63	46.31	23.75	24.06	25.94	2014-05-31 04:13:15
2534	48.63	46.31	23.75	24.06	25.94	2014-05-31 04:14:15
2535	48.56	46.31	23.75	24.06	25.88	2014-05-31 04:15:15
2536	48.63	46.31	23.75	24.06	25.88	2014-05-31 04:16:15
2537	48.56	46.38	23.75	24.06	25.94	2014-05-31 04:17:15
2538	48.56	46.38	23.75	24.06	25.94	2014-05-31 04:18:16
2539	48.56	46.31	23.69	24.06	25.94	2014-05-31 04:19:16
2540	48.56	46.38	23.75	24.06	25.94	2014-05-31 04:20:16
2541	48.56	46.38	23.75	24	25.88	2014-05-31 04:21:16
2542	48.56	46.31	23.75	24.06	25.88	2014-05-31 04:22:16
2543	48.56	46.25	23.69	24.06	25.88	2014-05-31 04:23:17
2544	48.56	46.25	23.69	24.06	25.88	2014-05-31 04:24:17
2545	48.56	46.19	23.69	24	25.88	2014-05-31 04:25:17
2546	48.56	46.25	23.69	24	25.88	2014-05-31 04:26:17
2547	48.56	46.25	23.69	24	25.88	2014-05-31 04:27:17
2548	48.56	46.25	23.69	24	25.88	2014-05-31 04:28:18
2549	48.56	46.31	23.69	24	25.88	2014-05-31 04:29:18
2550	48.56	46.31	23.69	24	25.88	2014-05-31 04:30:18
2551	48.56	46.31	23.69	24	25.88	2014-05-31 04:31:18
2552	48.63	46.25	23.63	24	25.88	2014-05-31 04:32:18
2553	48.63	46.25	23.63	24	25.88	2014-05-31 04:33:18
2554	48.56	46.25	23.63	23.94	25.88	2014-05-31 04:34:19
2555	48.56	46.31	23.69	24	25.88	2014-05-31 04:35:19
2556	48.56	46.31	23.63	24	25.88	2014-05-31 04:36:19
2557	48.56	46.25	23.63	23.94	25.88	2014-05-31 04:37:19
2558	48.56	46.31	23.63	24	25.88	2014-05-31 04:38:19
2559	48.56	46.25	23.63	24	25.88	2014-05-31 04:39:20
2560	48.56	46.31	23.63	24	25.88	2014-05-31 04:40:20
2561	48.56	46.31	23.63	24	25.88	2014-05-31 04:41:20
2562	48.56	46.31	23.69	24	25.88	2014-05-31 04:42:20
2563	48.56	46.31	23.69	23.94	25.88	2014-05-31 04:43:20
2564	48.56	46.31	23.69	23.94	25.88	2014-05-31 04:44:21
2565	48.56	46.31	23.69	24	25.88	2014-05-31 04:45:21
2566	48.56	46.31	23.63	24	25.88	2014-05-31 04:46:21
2567	48.56	46.31	23.63	24	25.88	2014-05-31 04:47:21
2568	48.56	46.31	23.69	24	25.88	2014-05-31 04:48:21
2569	48.56	46.31	23.63	24	25.88	2014-05-31 04:49:21
2570	48.56	46.31	23.63	24	25.88	2014-05-31 04:50:22
2571	48.56	46.31	23.63	23.94	25.81	2014-05-31 04:51:22
2572	48.56	46.31	23.63	24	25.88	2014-05-31 04:52:22
2573	48.56	46.31	23.69	23.94	25.88	2014-05-31 04:53:22
2574	48.56	46.31	23.63	23.94	25.81	2014-05-31 04:54:22
2575	48.56	46.25	23.63	23.94	25.88	2014-05-31 04:55:23
2576	48.56	46.19	23.69	23.94	25.81	2014-05-31 04:56:23
2577	48.56	46.19	23.69	24	25.81	2014-05-31 04:57:23
2578	48.56	46.25	23.69	24	25.81	2014-05-31 04:58:23
2579	48.56	46.25	23.69	24	25.88	2014-05-31 04:59:23
2580	48.5	46.31	23.69	24	25.88	2014-05-31 05:00:23
2581	48.5	46.31	23.69	24	25.81	2014-05-31 05:01:24
2582	48.5	46.31	23.69	24	25.81	2014-05-31 05:02:24
2583	48.56	46.25	23.69	24	25.81	2014-05-31 05:03:24
2584	48.56	46.25	23.69	24	25.81	2014-05-31 05:04:24
2585	48.56	46.25	23.63	24	25.81	2014-05-31 05:05:24
2586	48.56	46.25	23.63	24	25.81	2014-05-31 05:06:25
2587	48.5	46.25	23.63	24	25.81	2014-05-31 05:07:25
2588	48.5	46.19	23.63	24	25.81	2014-05-31 05:08:25
2589	48.56	46.19	23.63	23.94	25.81	2014-05-31 05:09:25
2590	48.56	46.25	23.63	24	25.81	2014-05-31 05:10:25
2591	48.56	46.25	23.63	24	25.81	2014-05-31 05:11:26
2592	48.56	46.25	23.63	24	25.81	2014-05-31 05:12:26
2593	48.56	46.25	23.63	24	25.81	2014-05-31 05:13:26
