cod	c02	c04	tent	tsal	c03	fecha
75	33.88	36.5	26.81	26.81	32.69	2014-06-09 17:50:09
76	33.94	36.75	26.81	26.81	32.75	2014-06-09 17:51:09
77	34	36.75	26.81	26.81	32.75	2014-06-09 17:52:09
78	34	36.75	26.81	26.81	32.75	2014-06-09 17:53:08
79	34	36.69	26.88	26.88	32.81	2014-06-09 17:54:08
80	34.06	36.69	26.88	26.88	32.81	2014-06-09 17:55:08
81	34.06	36.63	26.81	26.81	32.88	2014-06-09 17:56:08
82	34.13	36.63	26.81	26.81	32.88	2014-06-09 17:57:07
83	34.13	36.63	26.81	26.81	32.94	2014-06-09 17:58:07
84	34.13	36.63	26.81	26.81	32.94	2014-06-09 17:59:07
85	34.19	36.63	26.81	26.75	33	2014-06-09 18:00:06
86	34.19	36.63	26.75	26.81	33	2014-06-09 18:01:06
87	34.25	36.63	26.81	26.81	33	2014-06-09 18:02:06
88	34.25	36.69	26.81	26.81	33.06	2014-06-09 18:03:06
89	34.31	36.69	26.81	26.81	33.06	2014-06-09 18:04:05
90	34.31	36.69	26.81	26.81	33.13	2014-06-09 18:05:05
91	34.31	36.69	26.81	26.81	33.13	2014-06-09 18:06:05
92	34.38	36.75	26.81	26.81	33.13	2014-06-09 18:07:05
93	34.38	36.75	26.81	26.81	33.19	2014-06-09 18:08:04
94	34.44	36.75	26.81	26.81	33.19	2014-06-09 18:09:04
95	34.44	36.75	26.81	26.81	33.19	2014-06-09 18:10:04
96	34.44	36.81	26.81	26.88	33.25	2014-06-09 18:11:04
97	34.44	36.88	26.88	26.88	33.25	2014-06-09 18:12:03
98	34.5	36.88	26.88	26.88	33.31	2014-06-09 18:13:03
99	34.5	36.88	26.88	26.88	33.31	2014-06-09 18:14:03
100	34.5	37.06	26.88	26.88	33.31	2014-06-09 18:15:03
101	34.56	37.38	26.88	26.88	33.38	2014-06-09 18:16:02
102	34.56	37.38	26.88	26.88	33.38	2014-06-09 18:17:02
103	34.63	37.31	26.88	26.88	33.44	2014-06-09 18:18:02
104	34.63	37.25	26.88	26.94	33.44	2014-06-09 18:19:01
105	34.63	37.25	26.94	26.94	33.44	2014-06-09 18:20:01
106	34.63	37.19	26.88	26.94	33.44	2014-06-09 18:21:01
107	34.69	37.19	26.88	26.88	33.5	2014-06-09 18:22:01
108	34.69	37.19	26.88	26.94	33.5	2014-06-09 18:23:00
109	34.75	37.19	26.88	26.88	33.5	2014-06-09 18:24:00
110	34.75	37.13	26.88	26.88	33.56	2014-06-09 18:25:00
111	34.75	37.19	26.88	26.94	33.56	2014-06-09 18:26:00
112	34.75	37.19	27	27.19	33.56	2014-06-09 18:26:59
113	34.81	37.19	27	27.06	33.63	2014-06-09 18:27:59
114	34.81	37.19	26.94	27	33.63	2014-06-09 18:28:59
115	34.81	37.19	26.94	27	33.63	2014-06-09 18:29:59
116	34.88	37.25	26.94	26.94	33.69	2014-06-09 18:30:58
117	34.88	37.25	26.94	26.94	33.69	2014-06-09 18:31:58
118	34.88	37.25	26.94	26.94	33.69	2014-06-09 18:32:58
119	34.88	37.25	26.94	26.94	33.69	2014-06-09 18:33:57
120	34.94	37.25	26.94	26.94	33.75	2014-06-09 18:34:57
121	34.94	37.31	26.94	26.94	33.75	2014-06-09 18:35:57
122	34.94	37.31	26.94	26.94	33.75	2014-06-09 18:36:57
123	34.94	37.31	26.94	26.94	33.81	2014-06-09 18:37:56
124	35	37.31	26.94	26.94	33.81	2014-06-09 18:38:56
125	35	37.31	26.94	27	33.81	2014-06-09 18:39:56
126	35	37.38	26.94	27	33.81	2014-06-09 18:40:56
127	35	37.38	26.94	26.94	33.81	2014-06-09 18:41:55
128	35.06	37.38	27	26.94	33.88	2014-06-09 18:42:55
129	35.06	37.38	27	27	33.88	2014-06-09 18:43:55
130	35.06	37.44	27	27	33.94	2014-06-09 18:44:55
131	35.13	37.44	27	27.06	33.94	2014-06-09 18:45:54
132	35.31	37.44	27.06	27.06	33.94	2014-06-09 18:46:54
133	35.44	37.44	27	27	33.94	2014-06-09 18:47:54
134	35.31	37.44	27.06	27	33.94	2014-06-09 18:48:54
135	35.25	37.5	27.06	27.06	34	2014-06-09 18:49:53
136	35.25	37.63	27.06	27.06	34	2014-06-09 18:50:53
137	35.25	38	27.06	27.06	34	2014-06-09 18:51:53
138	35.25	38	27	27	34.06	2014-06-09 18:52:52
139	35.25	37.94	27	27	34.06	2014-06-09 18:53:52
140	35.25	37.88	27	27	34.06	2014-06-09 18:54:52
141	35.25	37.81	27	27	34.06	2014-06-09 18:55:52
142	35.25	37.81	27	27.06	34.13	2014-06-09 18:56:51
143	35.25	37.81	27	27.06	34.13	2014-06-09 18:57:51
144	35.25	37.81	27	27.06	34.13	2014-06-09 18:58:51
145	35.31	37.75	27.06	27.06	34.13	2014-06-09 18:59:51
146	35.31	37.75	27.06	27.06	34.13	2014-06-09 19:00:50
147	35.31	37.75	27.06	27.06	34.19	2014-06-09 19:01:50
148	35.31	37.75	27.06	27.06	34.19	2014-06-09 19:02:50
149	35.31	37.75	27	27.06	34.19	2014-06-09 19:03:49
150	35.31	37.75	27.06	27.06	34.19	2014-06-09 19:04:49
151	35.31	37.75	27	27.06	34.25	2014-06-09 19:05:49
152	35.38	37.75	27	27.06	34.25	2014-06-09 19:06:49
153	35.38	37.75	27	27.06	34.25	2014-06-09 19:07:48
154	35.38	37.75	27	27.06	34.25	2014-06-09 19:08:48
155	35.44	37.75	27	27.06	34.25	2014-06-09 19:09:48
156	35.38	37.81	27	27	34.25	2014-06-09 19:10:48
157	35.44	38.13	27.06	27.06	34.31	2014-06-09 19:11:47
158	35.44	38.25	27.06	27.06	34.31	2014-06-09 19:12:47
159	35.44	38.19	27.06	27.06	34.31	2014-06-09 19:13:47
160	35.44	38.19	27	27.06	34.31	2014-06-09 19:14:47
161	35.38	38.19	27.06	27.06	34.38	2014-06-09 19:15:46
162	35.38	37.88	27.06	27.06	34.38	2014-06-09 19:16:46
163	35.38	37.38	27	27.06	34.38	2014-06-09 19:17:46
164	35.38	37	27	27.06	34.38	2014-06-09 19:18:46
165	35.38	36.63	27	27.06	34.38	2014-06-09 19:19:45
166	35.25	36.5	27.06	27.06	34.38	2014-06-09 19:20:45
167	34.94	36.94	27.06	27.06	34.38	2014-06-09 19:21:45
168	35	37.13	27.06	27.06	34.38	2014-06-09 19:22:44
169	35.25	37.19	27.06	27.06	34.31	2014-06-09 19:23:44
170	35.25	37.38	27	27.06	34.31	2014-06-09 19:24:44
171	35.25	37.44	27	27.06	34.31	2014-06-09 19:25:44
172	35.25	37.5	27	27.06	34.31	2014-06-09 19:26:43
173	35.25	37.56	27	27.06	34.31	2014-06-09 19:27:43
174	35.25	37.94	27	27.06	34.31	2014-06-09 19:28:43
175	35.25	38.13	27.06	27.06	34.38	2014-06-09 19:29:43
176	35.25	38.13	27.06	27.06	34.38	2014-06-09 19:30:42
177	35.25	38.13	27.06	27.06	34.38	2014-06-09 19:31:42
178	35.31	38.13	27.06	27	34.38	2014-06-09 19:32:42
179	35.31	38.06	27	27.06	34.38	2014-06-09 19:33:42
180	35.31	38.06	27	27.06	34.38	2014-06-09 19:34:41
181	35.31	38.06	27	27.06	34.44	2014-06-09 19:35:41
182	35.31	38.13	27.06	27.06	34.38	2014-06-09 19:36:41
183	35.31	38.5	27	27.06	34.44	2014-06-09 19:37:40
184	35.31	38.5	27.06	27.06	34.44	2014-06-09 19:38:40
185	35.31	38.38	27.06	27.06	34.44	2014-06-09 19:39:40
186	35.38	38.75	27.06	27.06	34.44	2014-06-09 19:40:40
187	35.56	38.69	27.06	27.06	34.44	2014-06-09 19:41:39
188	35.5	38.56	27	27.06	34.5	2014-06-09 19:42:39
189	35.5	38.5	27	27	34.44	2014-06-09 19:43:39
190	35.44	38.44	26.94	27	34.44	2014-06-09 19:44:39
191	35.88	39.25	27	27	34.5	2014-06-09 19:45:38
192	36.38	40.44	26.94	27	34.5	2014-06-09 19:46:38
193	36.63	41.38	26.94	27	34.5	2014-06-09 19:47:38
194	36.81	42.06	26.94	27	34.56	2014-06-09 19:48:38
195	36.94	42.56	26.94	27	34.63	2014-06-09 19:49:37
196	37	42.88	26.94	27	34.69	2014-06-09 19:50:37
197	37.06	42.69	26.94	27	34.75	2014-06-09 19:51:37
198	37.19	39.88	26.88	27.06	34.81	2014-06-09 19:52:37
199	37.31	38.56	26.94	27.06	35	2014-06-09 19:53:36
200	37.44	38.13	26.94	27.06	35.06	2014-06-09 19:54:36
201	37.5	38	27	27.06	35.19	2014-06-09 19:55:36
202	37.56	38	27	27.06	35.25	2014-06-09 19:56:35
203	37.63	37.94	27.06	27.13	35.38	2014-06-09 19:57:35
204	37.75	38.06	27.06	27.13	35.44	2014-06-09 19:58:35
205	37.75	38.06	27.06	27.13	35.5	2014-06-09 19:59:35
206	37.81	38.13	27.06	27.13	35.56	2014-06-09 20:00:34
207	37.94	38.19	27.13	27.13	35.63	2014-06-09 20:01:34
208	38	38.25	27.06	27.19	35.75	2014-06-09 20:02:34
209	38.06	38.31	27.06	27.19	35.81	2014-06-09 20:03:34
210	38.13	38.31	27.06	27.19	35.88	2014-06-09 20:04:33
211	38.19	38.38	27.06	27.19	35.94	2014-06-09 20:05:33
212	38.25	38.44	27.06	27.19	36	2014-06-09 20:06:33
213	38.25	38.5	27.06	27.19	36.06	2014-06-09 20:07:33
214	38.31	38.56	27.06	27.19	36.13	2014-06-09 20:08:32
215	38.31	38.63	27.13	27.19	36.19	2014-06-09 20:09:32
216	38.38	38.69	27.13	27.19	36.25	2014-06-09 20:10:32
217	38.44	38.69	27.06	27.19	36.31	2014-06-09 20:11:31
218	38.5	38.75	27.06	27.19	36.38	2014-06-09 20:12:31
219	38.56	38.81	27.06	27.19	36.44	2014-06-09 20:13:31
220	38.63	38.88	27.06	27.13	36.5	2014-06-09 20:14:31
221	38.63	38.94	27.06	27.19	36.56	2014-06-09 20:15:30
222	38.69	38.94	27.06	27.13	36.56	2014-06-09 20:16:30
223	38.75	39	27.06	27.19	36.63	2014-06-09 20:17:30
224	38.81	39	27.06	27.19	36.69	2014-06-09 20:18:30
225	38.81	39.06	27.06	27.19	36.75	2014-06-09 20:19:29
226	38.88	39.06	27.06	27.13	36.81	2014-06-09 20:20:29
227	38.94	39.19	27.06	27.19	36.88	2014-06-09 20:21:29
228	39	39.25	27.06	27.19	36.88	2014-06-09 20:22:29
229	39	39.25	27.06	27.19	36.94	2014-06-09 20:23:28
230	39.06	39.25	27.06	27.13	37	2014-06-09 20:24:28
231	39.13	39.31	27.06	27.19	37.06	2014-06-09 20:25:28
232	39.13	39.38	27.06	27.19	37.13	2014-06-09 20:26:27
233	39.19	39.38	27.06	27.19	37.13	2014-06-09 20:27:27
234	39.19	39.44	27.06	27.25	37.19	2014-06-09 20:28:27
235	39.25	39.5	27.06	27.19	37.25	2014-06-09 20:29:27
236	39.31	39.5	27.06	27.19	37.31	2014-06-09 20:30:26
237	39.38	39.56	27.06	27.19	37.31	2014-06-09 20:31:26
238	39.38	39.63	27.06	27.13	37.38	2014-06-09 20:32:26
239	39.44	39.63	27.06	27.19	37.44	2014-06-09 20:33:26
240	39.44	39.69	27.06	27.19	37.44	2014-06-09 20:34:25
241	39.5	39.75	27.06	27.19	37.5	2014-06-09 20:35:25
242	39.5	39.75	27.06	27.13	37.56	2014-06-09 20:36:25
243	39.56	39.81	27.06	27.13	37.56	2014-06-09 20:37:25
244	39.56	39.88	27.06	27.19	37.63	2014-06-09 20:38:24
245	39.63	39.88	27.06	27.19	37.63	2014-06-09 20:39:24
246	39.63	39.94	27.06	27.19	37.69	2014-06-09 20:40:24
247	39.69	39.94	27.06	27.19	37.75	2014-06-09 20:41:24
248	39.69	39.94	27.06	27.19	37.75	2014-06-09 20:42:23
249	39.75	40	27.06	27.13	37.81	2014-06-09 20:43:23
250	39.75	40	27.06	27.13	37.88	2014-06-09 20:44:23
251	39.81	40.06	27	27.19	37.88	2014-06-09 20:45:22
252	39.81	40.06	27.06	27.13	37.94	2014-06-09 20:46:22
253	39.88	40.13	27.06	27.13	37.94	2014-06-09 20:47:21
254	39.88	40.13	27	27.13	38	2014-06-09 20:48:20
255	39.94	40.19	27	27.13	38.06	2014-06-09 20:49:20
256	40	40.19	27	27.19	38.06	2014-06-09 20:50:19
257	40	40.19	27	27.13	38.13	2014-06-09 20:51:18
258	40	40.25	27	27.13	38.13	2014-06-09 20:52:17
259	40.06	40.31	27	27.13	38.19	2014-06-09 20:53:17
260	40.06	40.31	27	27.13	38.19	2014-06-09 20:54:16
261	40.06	40.38	27	27.13	38.25	2014-06-09 20:55:15
262	40.06	40.38	27	27.13	38.25	2014-06-09 20:56:15
263	40.13	40.38	27	27.13	38.31	2014-06-09 20:57:14
264	40.13	40.44	27	27.13	38.31	2014-06-09 20:58:13
265	40.13	40.44	27	27.13	38.38	2014-06-09 20:59:12
266	40.19	40.5	27	27.13	38.38	2014-06-09 21:00:12
267	40.19	40.5	27	27.13	38.38	2014-06-09 21:01:11
268	40.19	40.5	27	27.13	38.44	2014-06-09 21:02:10
269	40.19	40.56	27	27.13	38.5	2014-06-09 21:03:10
270	40.25	40.56	27	27.13	38.5	2014-06-09 21:04:09
271	40.25	40.56	27	27.13	38.5	2014-06-09 21:05:08
272	40.31	40.63	27	27.13	38.56	2014-06-09 21:06:07
273	40.31	40.63	27	27.13	38.56	2014-06-09 21:07:07
274	40.31	40.63	27	27.13	38.63	2014-06-09 21:08:06
275	40.38	40.69	27	27.13	38.63	2014-06-09 21:09:05
276	40.38	40.69	27	27.13	38.63	2014-06-09 21:10:05
277	40.38	40.69	27	27.06	38.69	2014-06-09 21:11:04
278	40.38	40.75	27	27.13	38.69	2014-06-09 21:12:03
279	40.38	40.81	26.94	27.13	38.75	2014-06-09 21:13:02
280	40.44	40.75	27	27.13	38.75	2014-06-09 21:14:02
281	40.44	40.75	27	27.13	38.75	2014-06-09 21:15:01
282	40.44	40.81	27	27.13	38.81	2014-06-09 21:16:00
283	40.5	40.81	27	27.13	38.81	2014-06-09 21:17:00
284	40.5	40.81	27	27.13	38.81	2014-06-09 21:17:59
285	40.5	40.81	27	27.13	38.81	2014-06-09 21:18:58
286	40.5	40.88	27	27.13	38.88	2014-06-09 21:19:57
287	40.56	40.88	27	27.13	38.88	2014-06-09 21:20:57
288	40.56	40.88	27	27.13	38.94	2014-06-09 21:21:56
289	40.56	40.94	27	27.13	38.94	2014-06-09 21:22:55
290	40.63	40.94	27	27.13	38.94	2014-06-09 21:23:55
291	40.63	41	27	27.13	39	2014-06-09 21:24:54
292	40.69	41	27	27.06	39	2014-06-09 21:25:53
293	40.69	41	27	27.13	39	2014-06-09 21:26:52
294	40.69	41	27	27.13	39	2014-06-09 21:27:52
295	40.69	41	27	27.06	39	2014-06-09 21:28:51
296	40.69	41.06	27	27.13	39.06	2014-06-09 21:29:50
297	40.75	41.06	27	27.13	39.06	2014-06-09 21:30:50
298	40.75	41	27	27.13	39.13	2014-06-09 21:31:49
299	40.75	41.06	27	27.13	39.13	2014-06-09 21:32:48
300	40.75	41.06	27	27.13	39.13	2014-06-09 21:33:47
301	40.81	41.06	26.94	27.13	39.13	2014-06-09 21:34:47
302	40.81	41.06	26.94	27.13	39.13	2014-06-09 21:35:46
303	40.81	41.13	27	27.06	39.13	2014-06-09 21:36:45
304	40.81	41.13	26.94	27.13	39.19	2014-06-09 21:37:45
305	40.81	41.13	26.94	27.06	39.19	2014-06-09 21:38:44
306	40.88	41.13	27	27.06	39.19	2014-06-09 21:39:43
307	40.88	41.13	27	27.06	39.19	2014-06-09 21:40:42
308	40.88	41.19	26.94	27.06	39.25	2014-06-09 21:41:42
309	40.88	41.19	26.94	27.06	39.25	2014-06-09 21:42:41
310	40.88	41.25	26.94	27.06	39.25	2014-06-09 21:43:40
311	40.94	41.25	26.94	27.06	39.25	2014-06-09 21:44:40
312	40.94	41.25	26.94	27.06	39.31	2014-06-09 21:45:39
313	40.94	41.25	26.94	27.06	39.31	2014-06-09 21:46:38
314	40.94	41.25	26.94	27.06	39.31	2014-06-09 21:47:37
315	40.94	41.25	26.94	27.06	39.31	2014-06-09 21:48:37
316	40.94	41.31	26.94	27.06	39.31	2014-06-09 21:49:36
317	40.94	41.25	26.94	27.06	39.38	2014-06-09 21:50:35
318	41	41.31	26.88	27.06	39.38	2014-06-09 21:51:35
319	41	41.31	26.94	27.06	39.38	2014-06-09 21:52:34
320	41	41.31	26.94	27.06	39.38	2014-06-09 21:53:33
321	41	41.19	26.94	27.06	39.38	2014-06-09 21:54:32
322	41	41.19	26.94	27.06	39.44	2014-06-09 21:55:32
323	41	41.19	26.94	27.06	39.44	2014-06-09 21:56:31
324	41	41.19	26.94	27.06	39.44	2014-06-09 21:57:30
325	41.06	41.19	26.94	27.06	39.44	2014-06-09 21:58:30
326	41.06	41.19	26.94	27.06	39.44	2014-06-09 21:59:29
327	41.06	41.19	26.94	27.06	39.44	2014-06-09 22:00:28
328	41.06	41.19	26.94	27.06	39.44	2014-06-09 22:01:27
329	41.06	41.19	26.94	27.06	39.44	2014-06-09 22:02:27
330	41.06	41.19	26.88	27.06	39.44	2014-06-09 22:03:26
331	41.06	41.19	26.94	27.06	39.44	2014-06-09 22:04:25
332	41.06	41.19	26.88	27	39.5	2014-06-09 22:05:25
333	41.06	41.19	26.94	27.06	39.5	2014-06-09 22:06:24
334	41.06	41.25	26.88	27	39.5	2014-06-09 22:07:23
335	41.06	41.25	26.88	27	39.5	2014-06-09 22:08:22
336	41.13	41.25	26.88	27	39.5	2014-06-09 22:09:22
337	41.13	41.25	26.88	27	39.5	2014-06-09 22:10:21
338	41.13	41.19	26.88	27.06	39.5	2014-06-09 22:11:20
339	41.13	41.19	26.88	27	39.5	2014-06-09 22:12:20
340	41.13	41.19	26.88	27	39.56	2014-06-09 22:13:19
341	41.13	41.19	26.94	27	39.5	2014-06-09 22:14:18
342	41.13	41.13	26.88	27	39.5	2014-06-09 22:15:17
343	41.13	41.13	26.88	27.06	39.56	2014-06-09 22:16:17
344	41.13	41.19	26.88	27.06	39.56	2014-06-09 22:17:16
345	41.13	41.19	26.88	27.06	39.56	2014-06-09 22:18:15
346	41.13	41.19	26.88	27.06	39.56	2014-06-09 22:19:15
347	41.13	41.19	26.88	27.06	39.56	2014-06-09 22:20:14
348	41.13	41.19	26.88	27.06	39.56	2014-06-09 22:21:13
349	41.19	41.19	26.88	27.06	39.56	2014-06-09 22:22:12
350	41.19	41.19	26.88	27.06	39.56	2014-06-09 22:23:12
351	41.19	41.19	26.88	27.06	39.56	2014-06-09 22:24:11
352	41.19	41.19	26.88	27.06	39.56	2014-06-09 22:25:10
353	41.19	41.25	26.88	27.06	39.56	2014-06-09 22:26:10
354	41.19	41.19	26.88	27.06	39.56	2014-06-09 22:27:09
355	41.19	41.25	26.88	27.06	39.56	2014-06-09 22:28:08
356	41.19	41.19	26.88	27.06	39.56	2014-06-09 22:29:07
357	41.19	41.25	26.88	27.06	39.56	2014-06-09 22:30:07
358	41.25	41.19	26.88	27.06	39.56	2014-06-09 22:31:06
359	41.25	41.25	26.88	27.06	39.56	2014-06-09 22:32:05
360	41.25	41.25	26.88	27.06	39.56	2014-06-09 22:33:05
361	41.25	41.25	26.88	27.06	39.63	2014-06-09 22:34:04
362	41.25	41.25	26.88	27.06	39.63	2014-06-09 22:35:03
363	41.25	41.25	26.88	27.06	39.63	2014-06-09 22:36:02
364	41.19	41.25	26.88	27.06	39.63	2014-06-09 22:37:02
365	41.25	41.25	26.88	27.06	39.63	2014-06-09 22:38:01
366	41.25	41.25	26.88	27.06	39.63	2014-06-09 22:39:00
367	41.25	41.25	26.88	27.06	39.63	2014-06-09 22:40:00
368	41.25	41.25	26.88	27	39.63	2014-06-09 22:40:59
369	41.25	41.25	26.88	27	39.63	2014-06-09 22:41:58
370	41.25	41.25	26.88	27	39.63	2014-06-09 22:42:57
371	41.25	41.25	26.88	27	39.63	2014-06-09 22:43:57
372	41.25	41.25	26.88	27.06	39.63	2014-06-09 22:44:56
373	41.25	41.31	26.88	27	39.63	2014-06-09 22:45:55
374	41.25	41.31	26.88	27	39.63	2014-06-09 22:46:55
375	41.25	41.31	26.88	27	39.69	2014-06-09 22:47:54
376	41.25	41.31	26.88	27	39.69	2014-06-09 22:48:53
377	41.25	41.31	26.88	27	39.69	2014-06-09 22:49:52
378	41.31	41.31	26.88	27	39.69	2014-06-09 22:50:52
379	41.25	41.31	26.88	27	39.69	2014-06-09 22:51:51
380	41.31	41.31	26.88	27	39.69	2014-06-09 22:52:50
381	41.31	41.31	26.81	27	39.69	2014-06-09 22:53:50
382	41.31	41.31	26.81	27	39.69	2014-06-09 22:54:49
383	41.31	41.31	26.81	27	39.69	2014-06-09 22:55:48
384	41.31	41.31	26.81	27	39.69	2014-06-09 22:56:47
385	41.31	41.31	26.81	27	39.69	2014-06-09 22:57:47
386	41.31	41.38	26.81	27	39.69	2014-06-09 22:58:46
387	41.31	41.38	26.81	27	39.69	2014-06-09 22:59:45
388	41.31	41.31	26.81	27	39.69	2014-06-09 23:00:45
389	41.31	41.31	26.81	27	39.69	2014-06-09 23:01:44
390	41.31	41.31	26.81	27	39.69	2014-06-09 23:02:43
391	41.31	41.31	26.81	27	39.69	2014-06-09 23:03:42
392	41.31	41.31	26.81	27	39.69	2014-06-09 23:04:42
393	41.31	41.31	26.81	26.94	39.69	2014-06-09 23:05:41
394	41.31	41.38	26.81	26.94	39.69	2014-06-09 23:06:40
395	41.31	41.38	26.81	26.94	39.75	2014-06-09 23:07:40
396	41.31	41.38	26.81	27	39.75	2014-06-09 23:08:39
397	41.31	41.31	26.81	27	39.75	2014-06-09 23:09:38
398	41.38	41.38	26.81	27	39.75	2014-06-09 23:10:37
399	41.38	41.38	26.81	27	39.75	2014-06-09 23:11:37
400	41.38	41.38	26.81	27	39.75	2014-06-09 23:12:36
401	41.38	41.38	26.81	27	39.75	2014-06-09 23:13:35
402	41.38	41.38	26.81	27	39.75	2014-06-09 23:14:35
403	41.38	41.38	26.81	27	39.75	2014-06-09 23:15:34
404	41.38	41.38	26.81	27	39.75	2014-06-09 23:16:33
405	41.38	41.38	26.81	27	39.75	2014-06-09 23:17:32
406	41.38	41.38	26.81	27	39.75	2014-06-09 23:18:32
407	41.38	41.38	26.81	27	39.75	2014-06-09 23:19:31
408	41.38	41.44	26.81	26.94	39.75	2014-06-09 23:20:30
409	41.31	41.38	26.81	26.94	39.75	2014-06-09 23:21:30
410	41.31	41.38	26.81	26.94	39.75	2014-06-09 23:22:29
411	41.38	41.38	26.81	26.94	39.75	2014-06-09 23:23:28
412	41.38	41.38	26.81	26.94	39.81	2014-06-09 23:24:27
413	41.38	41.38	26.81	26.94	39.75	2014-06-09 23:25:27
